research_result_id,run_id,package_id,handoff_id,linked_primary_result_id,result_relation,feature_id,manual_id,verification_question,topic,required_source_type,evidence_class,document_id,document_title,document_edition,pdf_filename,pdf_sha256,pdf_page_index,pdf_page_number,printed_page_label,chapter,section,clause,table_id,figure_id,anchor_phrase,located_text_summary,applicability_conditions,exclusions,cross_references,errata_status,historical_status,target_status,ocr_used,manual_image_verified,evidence_image_path,evidence_image_sha256,numeric_content_present,formula_present,table_present,location_status,confidence_status,supervisor_review_status,unresolved_reason,notes
R5B-PKG004-0063,LR-20260726-001,PKG-004-RBS-II,H5A-0213,,,F4-P4-029,MAN-002,補剛材「支点補剛材ボタン説明」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,support_stiffener:支点補剛材ボタン説明,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,11章,11.2.3,荷重集中点補剛材,UNKNOWN,UNKNOWN,荷重集中点補剛材,11.2.3支点・荷重集中点の垂直補剛材,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0063.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,YES,NO,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0064,LR-20260726-001,PKG-004-RBS-II,H5A-0215,,,F4-P4-031,MAN-005,床組/横桁「床組データ横桁基本寸法」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,floor_system:床組データ横桁基本寸法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,478,479,-450-,12章,12.1,床組,UNKNOWN,UNKNOWN,床組,12章床組・床版支持系の設計規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0479_300dpi-R5B-PKG004-0064.png,b36da01343e445d6ecca5fcd0344f80ca04e0758cccf964b335225a7252d43c1,NO,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0065,LR-20260726-001,PKG-004-RBS-II,H5A-0216,,,F4-P4-032,MAN-005,補剛材「垂直補剛材データ」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,stiffener:垂直補剛材データ,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,5章,5.5.3,補剛材,UNKNOWN,UNKNOWN,補剛材,5.5.3補剛材一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0065.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,YES,NO,YES,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0066,LR-20260726-001,PKG-004-RBS-II,H5A-0217,,,F4-P4-033,MAN-005,補剛材「水平補剛材データ」の要否・寸法・間隔に関する道路橋示方書規定を確認する。,stiffener:水平補剛材データ,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,5章,5.5.3,補剛材,UNKNOWN,UNKNOWN,補剛材,5.5.3補剛材一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0066.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,YES,NO,YES,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0067,LR-20260726-001,PKG-004-RBS-II,H5A-0219,,,F4-P5-001,MAN-007,平面格子モデルで扱う部材剛度・支点条件の理想化が、鋼橋の静的解析として道路橋示方書の適用範囲・モデル化前提と整合するかを確認する。,analysis_input_generation:解析データ作成,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,79,80,-51-,3章,3.9,構造解析,UNKNOWN,UNKNOWN,構造解析,3.9解析モデル・線形解析前提・限界値適用条件,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0080_300dpi-R5B-PKG004-0067.png,8fab73e6124f32e74948f4a4c8563e19390fc7f58d5ac3e7419191985d6d72bd,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0068,LR-20260726-001,PKG-004-RBS-II,H5A-0245,,,F4-P5-023,MAN-010,活荷重たわみの制限値・算出前提が適用年版の道路橋示方書に規定されているか確認する。,deflection_check:たわみ剛比,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,79,80,-51-,3章,3.9,構造解析,UNKNOWN,UNKNOWN,構造解析,活荷重たわみは解析結果と各部材照査規定で評価,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0080_300dpi-R5B-PKG004-0068.png,8fab73e6124f32e74948f4a4c8563e19390fc7f58d5ac3e7419191985d6d72bd,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0069,LR-20260726-001,PKG-004-RBS-II,H5A-0251,,,F4-P5-031,MAN-005,許容応力度・照査式・適用鋼種条件が適用年版の道路橋示方書（鋼橋編）にどう規定されているか確認する。,stress_check:許容応力度,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.4,許容応力度,UNKNOWN,UNKNOWN,許容応力度,5.4応力度・限界状態照査,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0069.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,YES,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0070,LR-20260726-001,PKG-004-RBS-II,H5A-0265,,,F4-P5-049,MULTI,部材の強度照査（断面耐力等）が適用年版の道路橋示方書でどの章・条に対応するか確認する。,strength_check:strength_check (covered under stress_check),RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.4,強度照査,UNKNOWN,UNKNOWN,強度照査,5.4部材耐力・強度照査規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0070.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,YES,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0001,LR-20260726-001,PKG-005-RBS-III,H5A-0057,,,F4-P2-001,MAN-004,RC床版/ハンチ「床版厚の指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,slab_thickness:床版厚の指定,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,403,404,-380-,11章,11.2.2.4,床版最小全厚,UNKNOWN,UNKNOWN,床版最小全厚,11.2.2.4でRC/PC床版最小全厚を規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0404_300dpi-R5B-PKG005-0001.png,2772b39a81b0081525f9259326f9b2459191308ae6546bb7ee384b12e14fa07d,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0002,LR-20260726-001,PKG-005-RBS-III,H5A-0059,,,F4-P2-002,MAN-004,RC床版/ハンチ「ハンチ高の設定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,haunch:ハンチ高の設定,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,408,409,-385-,11章,11.2.2.7,床版ハンチ,UNKNOWN,UNKNOWN,床版ハンチ,11.2.2.7で床版ハンチ形状・寸法規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0002.png,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0003,LR-20260726-001,PKG-005-RBS-III,H5A-0061,,,F4-P2-003,MAN-004,RC床版/ハンチ「単位系指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,haunch:単位系指定,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,408,409,-385-,11章,11.2.2.7,床版ハンチ,UNKNOWN,UNKNOWN,床版ハンチ,11.2.2.7で床版ハンチ形状・寸法規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0003.png,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0004,LR-20260726-001,PKG-005-RBS-III,H5A-0063,,,F4-P2-004,MAN-004,RC床版/ハンチ「ハンチ形状の設定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,haunch_geometry:ハンチ形状の設定,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,408,409,-385-,11章,11.2.2.7,ハンチ形状,UNKNOWN,UNKNOWN,ハンチ形状,11.2.2.7床版ハンチ,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0004.png,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0005,LR-20260726-001,PKG-005-RBS-III,H5A-0065,,,F4-P2-005,MAN-004,RC床版/ハンチ「ハンチ計算結果の設計情報への反映」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,haunch_calculation:ハンチ計算結果の設計情報への反映,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,395,396,-372-,11章,11.2,床版設計,UNKNOWN,UNKNOWN,床版設計,11.2床版設計一般・照査規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0396_300dpi-R5B-PKG005-0005.png,5e7be527e4600d48d249403487b18bc06d8a94cf218b9191a4bf8eb40fd99898,NO,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,
R5B-PKG005-0006,LR-20260726-001,PKG-005-RBS-III,H5A-0067,,,F4-P2-006,MAN-006,RC床版/ハンチ「床版照査位置決定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,rc_slab:床版照査位置決定,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,400,401,-377-,11章,11.2.2.3,設計曲げモーメント,UNKNOWN,UNKNOWN,設計曲げモーメント,11.2.2 RC床版の設計曲げモーメント・支間,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0006.png,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0007,LR-20260726-001,PKG-005-RBS-III,H5A-0069,,,F4-P2-007,MAN-006,RC床版/ハンチ「かぶり量の指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,rc_slab:かぶり量の指定,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,400,401,-377-,11章,11.2.2.3,設計曲げモーメント,UNKNOWN,UNKNOWN,設計曲げモーメント,11.2.2 RC床版の設計曲げモーメント・支間,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0007.png,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0008,LR-20260726-001,PKG-005-RBS-III,H5A-0071,,,F4-P2-008,MAN-006,RC床版/ハンチ「配力筋照査の出力方法」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,rc_slab:配力筋照査の出力方法,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,400,401,-377-,11章,11.2.2.3,設計曲げモーメント,UNKNOWN,UNKNOWN,設計曲げモーメント,11.2.2 RC床版の設計曲げモーメント・支間,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0008.png,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0009,LR-20260726-001,PKG-005-RBS-III,H5A-0073,,,F4-P2-009,MAN-006,RC床版/ハンチ「フランジ厚およびハンチ内鉄筋の指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,haunch:フランジ厚およびハンチ内鉄筋の指定,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,408,409,-385-,11章,11.2.2.7,床版ハンチ,UNKNOWN,UNKNOWN,床版ハンチ,11.2.2.7で床版ハンチ形状・寸法規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0009.png,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0010,LR-20260726-001,PKG-005-RBS-III,H5A-0077,,,F4-P2-011,MAN-006,配筋量・かぶり・間隔等の設計規定が道路橋示方書にどうあるか確認する。,slab_reinforcement_input:主鉄筋および配力鉄筋の指定,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,112,113,-89-,5章,5.2.2,鉄筋配置,UNKNOWN,UNKNOWN,鉄筋配置,5.2.2鉄筋配置・かぶり・間隔,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0113_300dpi-R5B-PKG005-0010.png,11446fe6fbcb7bc1914360ca3000bf656ccb366aa0902fc642eed7ef8f060750,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0011,LR-20260726-001,PKG-005-RBS-III,H5A-0079,,,F4-P2-012,MAN-006,RC床版/ハンチ「計算書出力」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,rc_slab:計算書出力,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,400,401,-377-,11章,11.2.2.3,設計曲げモーメント,UNKNOWN,UNKNOWN,設計曲げモーメント,11.2.2 RC床版の設計曲げモーメント・支間,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0011.png,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG005-0012,LR-20260726-001,PKG-005-RBS-III,H5A-0082,,,F4-P2-014,MAN-006,RC床版/ハンチ「支点補強筋 計算書出力（道路公団形式）」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,slab_result_output:支点補強筋 計算書出力（道路公団形式）,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,411,412,-388-,11章,11.2.3,限界状態1,UNKNOWN,UNKNOWN,限界状態1,11.2.3床版限界状態1・支点部照査,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0412_300dpi-R5B-PKG005-0012.png,6662e5e5dd7163705e7590ee2311e2d3fb6651dcb794a85b04380e57ea084e13,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,
R5B-PKG005-0013,LR-20260726-001,PKG-005-RBS-III,H5A-0087,,,F4-P2-016,MAN-006,RC床版/ハンチ「slab_geometry」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,slab_geometry:slab_geometry,RBS_CONCRETE,STANDARD_REQUIREMENT,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,395,396,-372-,11章,11.2.1,床版一般,UNKNOWN,UNKNOWN,床版一般,11.2.1床版適用範囲・設計基本,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0396_300dpi-R5B-PKG005-0013.png,5e7be527e4600d48d249403487b18bc06d8a94cf218b9191a4bf8eb40fd99898,NO,NO,NO,LOCATED,HIGH,APPROVED,,
