trace_id,source_record_id,candidate_id,source_type,source_locator,candidate_layer,notes
TR-2986,DWG-MEM-S058-002,DR-1209,drawing_member,calc_pdf_p60,drawing,
TR-2987,DWG-MEM-S061-001,DR-1210,drawing_member,calc_pdf_p63,drawing,
TR-2988,DWG-MEM-S061-002,DR-1211,drawing_member,calc_pdf_p63,drawing,
TR-2989,DWG-MEM-S061-003,DR-1212,drawing_member,calc_pdf_p63,drawing,
TR-2990,DWG-MEM-S061-004,DR-1213,drawing_member,calc_pdf_p63,drawing,
TR-2991,DWG-MEM-S061-005,DR-1214,drawing_member,calc_pdf_p63,drawing,
TR-2992,DWG-MEM-S062-001,DR-1215,drawing_member,calc_pdf_p64,drawing,
TR-2993,DWG-MEM-S062-002,DR-1216,drawing_member,calc_pdf_p64,drawing,
TR-2994,DWG-MEM-S062-003,DR-1217,drawing_member,calc_pdf_p64,drawing,
TR-2995,DWG-MEM-S068-001,DR-1218,drawing_member,calc_pdf_p70,drawing,
TR-2996,DWG-MEM-S068-002,DR-1219,drawing_member,calc_pdf_p70,drawing,
TR-2997,DWG-MEM-S068-003,DR-1220,drawing_member,calc_pdf_p70,drawing,
TR-2998,DWG-MEM-S085-001,DR-1221,drawing_member,calc_pdf_p87,drawing,
TR-2999,DWG-MEM-S085-002,DR-1222,drawing_member,calc_pdf_p87,drawing,
TR-3000,DWG-MEM-S086-001,DR-1223,drawing_member,calc_pdf_p88,drawing,
TR-3001,DWG-MEM-S086-002,DR-1224,drawing_member,calc_pdf_p88,drawing,
TR-3002,DWG-MEM-S087-001,DR-1225,drawing_member,calc_pdf_p89,drawing,
TR-3003,DWG-MEM-S088-001,DR-1226,drawing_member,calc_pdf_p90,drawing,
TR-3004,DWG-MEM-S090-001,DR-1647,drawing_member,calc_pdf_p92,drawing,
TR-3005,DWG-MEM-S090-002,DR-1648,drawing_member,calc_pdf_p92,drawing,
TR-3006,DWG-MEM-S090-003,DR-1649,drawing_member,calc_pdf_p92,drawing,
TR-3007,DWG-MEM-S090-004,DR-1650,drawing_member,calc_pdf_p92,drawing,
TR-3008,DWG-MEM-S090-005,DR-1651,drawing_member,calc_pdf_p92,drawing,
TR-3009,DWG-MEM-S090-006,DR-1652,drawing_member,calc_pdf_p92,drawing,
TR-3010,DWG-MEM-S090-007,DR-1653,drawing_member,calc_pdf_p92,drawing,
TR-3011,DWG-MEM-S090-008,DR-1654,drawing_member,calc_pdf_p92,drawing,
TR-3012,DWG-MEM-S090-009,DR-1655,drawing_member,calc_pdf_p92,drawing,
TR-3013,DWG-MEM-S090-010,DR-1656,drawing_member,calc_pdf_p92,drawing,
TR-3014,DWG-MEM-S090-011,DR-1657,drawing_member,calc_pdf_p92,drawing,
TR-3015,DWG-MEM-S090-012,DR-1658,drawing_member,calc_pdf_p92,drawing,
TR-3016,DWG-MEM-S090-013,DR-1659,drawing_member,calc_pdf_p92,drawing,
TR-3017,DWG-MEM-S090-014,DR-1660,drawing_member,calc_pdf_p92,drawing,
TR-3018,DWG-MEM-S090-015,DR-1661,drawing_member,calc_pdf_p92,drawing,
TR-3019,DWG-MEM-S090-016,DR-1662,drawing_member,calc_pdf_p92,drawing,
TR-3020,DWG-MEM-S090-017,DR-1663,drawing_member,calc_pdf_p92,drawing,
TR-3021,DWG-MEM-S090-018,DR-1664,drawing_member,calc_pdf_p92,drawing,
TR-3022,DWG-MEM-S090-019,DR-1665,drawing_member,calc_pdf_p92,drawing,
TR-3023,DWG-MEM-S090-020,DR-1666,drawing_member,calc_pdf_p92,drawing,
TR-3024,DWG-MEM-S090-021,DR-1667,drawing_member,calc_pdf_p92,drawing,
TR-3025,DWG-MEM-S090-022,DR-1668,drawing_member,calc_pdf_p92,drawing,
TR-3026,DWG-MEM-S090-023,DR-1669,drawing_member,calc_pdf_p92,drawing,
TR-3027,DWG-MEM-S090-024,DR-1670,drawing_member,calc_pdf_p92,drawing,
TR-3028,DWG-MEM-S090-025,DR-1671,drawing_member,calc_pdf_p92,drawing,
TR-3029,DWG-MEM-S090-026,DR-1672,drawing_member,calc_pdf_p92,drawing,
TR-3030,DWG-MEM-S090-027,DR-1673,drawing_member,calc_pdf_p92,drawing,
TR-3031,DWG-MEM-S090-028,DR-1674,drawing_member,calc_pdf_p92,drawing,
TR-3032,DWG-MEM-S090-029,DR-1675,drawing_member,calc_pdf_p92,drawing,
TR-3033,DWG-MEM-S090-030,DR-1676,drawing_member,calc_pdf_p92,drawing,
TR-3034,DWG-MEM-S090-031,DR-1677,drawing_member,calc_pdf_p92,drawing,
TR-3035,DWG-MEM-S091-001,DR-1678,drawing_member,calc_pdf_p93,drawing,
TR-3036,DWG-MEM-S091-002,DR-1679,drawing_member,calc_pdf_p93,drawing,
TR-3037,DWG-MEM-S091-003,DR-1680,drawing_member,calc_pdf_p93,drawing,
TR-3038,DWG-MEM-S091-004,DR-1681,drawing_member,calc_pdf_p93,drawing,
TR-3039,DWG-MEM-S091-005,DR-1682,drawing_member,calc_pdf_p93,drawing,
TR-3040,DWG-MEM-S091-006,DR-1683,drawing_member,calc_pdf_p93,drawing,
TR-3041,DWG-MEM-S092-001,DR-1684,drawing_member,calc_pdf_p94,drawing,
TR-3042,DWG-MEM-S092-002,DR-1685,drawing_member,calc_pdf_p94,drawing,
TR-3043,DWG-MEM-S092-003,DR-1686,drawing_member,calc_pdf_p94,drawing,
TR-3044,DWG-MEM-S092-004,DR-1687,drawing_member,calc_pdf_p94,drawing,
TR-3045,DWG-MEM-S092-005,DR-1688,drawing_member,calc_pdf_p94,drawing,
TR-3046,DWG-REF-S001-001,DR-822,drawing_reference,calc_pdf_p3,drawing,
TR-3047,DWG-REF-S002-001,DR-823,drawing_reference,calc_pdf_p4,drawing,
TR-3048,DWG-REF-S003-001,DR-824,drawing_reference,calc_pdf_p5,drawing,
TR-3049,DWG-REF-S004-001,DR-825,drawing_reference,calc_pdf_p6,drawing,
TR-3050,DWG-REF-S005-001,DR-826,drawing_reference,calc_pdf_p7,drawing,
TR-3051,DWG-REF-S006-001,DR-827,drawing_reference,calc_pdf_p8,drawing,
TR-3052,DWG-REF-S007-001,DR-828,drawing_reference,calc_pdf_p9,drawing,
TR-3053,DWG-REF-S008-001,DR-829,drawing_reference,calc_pdf_p10,drawing,
TR-3054,DWG-REF-S009-001,DR-830,drawing_reference,calc_pdf_p11,drawing,
TR-3055,DWG-REF-S010-001,DR-831,drawing_reference,calc_pdf_p12,drawing,
TR-3056,DWG-REF-S011-001,DR-832,drawing_reference,calc_pdf_p13,drawing,
TR-3057,DWG-REF-S012-001,DR-833,drawing_reference,calc_pdf_p14,drawing,
TR-3058,DWG-REF-S013-001,DR-834,drawing_reference,calc_pdf_p15,drawing,
TR-3059,DWG-REF-S014-001,DR-835,drawing_reference,calc_pdf_p16,drawing,
TR-3060,DWG-REF-S015-001,DR-836,drawing_reference,calc_pdf_p17,drawing,
TR-3061,DWG-REF-S016-001,DR-837,drawing_reference,calc_pdf_p18,drawing,
TR-3062,DWG-REF-S017-001,DR-838,drawing_reference,calc_pdf_p19,drawing,
TR-3063,DWG-REF-S018-001,DR-839,drawing_reference,calc_pdf_p20,drawing,
TR-3064,DWG-REF-S019-001,DR-840,drawing_reference,calc_pdf_p21,drawing,
TR-3065,DWG-REF-S020-001,DR-841,drawing_reference,calc_pdf_p22,drawing,
TR-3066,DWG-REF-S021-001,DR-842,drawing_reference,calc_pdf_p23,drawing,
TR-3067,DWG-REF-S022-001,DR-843,drawing_reference,calc_pdf_p24,drawing,
TR-3068,DWG-REF-S023-001,DR-844,drawing_reference,calc_pdf_p25,drawing,
TR-3069,DWG-REF-S024-001,DR-845,drawing_reference,calc_pdf_p26,drawing,
TR-3070,DWG-REF-S025-001,DR-846,drawing_reference,calc_pdf_p27,drawing,
TR-3071,DWG-REF-S026-001,DR-847,drawing_reference,calc_pdf_p28,drawing,
TR-3072,DWG-REF-S027-001,DR-848,drawing_reference,calc_pdf_p29,drawing,
TR-3073,DWG-REF-S028-001,DR-849,drawing_reference,calc_pdf_p30,drawing,
TR-3074,DWG-REF-S029-001,DR-850,drawing_reference,calc_pdf_p31,drawing,
TR-3075,DWG-REF-S030-001,DR-851,drawing_reference,calc_pdf_p32,drawing,
TR-3076,DWG-REF-S031-001,DR-852,drawing_reference,calc_pdf_p33,drawing,
TR-3077,DWG-REF-S032-001,DR-853,drawing_reference,calc_pdf_p34,drawing,
TR-3078,DWG-REF-S033-001,DR-854,drawing_reference,calc_pdf_p35,drawing,
TR-3079,DWG-REF-S034-001,DR-855,drawing_reference,calc_pdf_p36,drawing,
TR-3080,DWG-REF-S035-001,DR-856,drawing_reference,calc_pdf_p37,drawing,
TR-3081,DWG-REF-S036-001,DR-857,drawing_reference,calc_pdf_p38,drawing,
TR-3082,DWG-REF-S037-001,DR-858,drawing_reference,calc_pdf_p39,drawing,
TR-3083,DWG-REF-S038-001,DR-859,drawing_reference,calc_pdf_p40,drawing,
TR-3084,DWG-REF-S039-001,DR-860,drawing_reference,calc_pdf_p41,drawing,
TR-3085,DWG-REF-S040-001,DR-861,drawing_reference,calc_pdf_p42,drawing,
TR-3086,DWG-REF-S041-001,DR-862,drawing_reference,calc_pdf_p43,drawing,
TR-3087,DWG-REF-S042-001,DR-863,drawing_reference,calc_pdf_p44,drawing,
TR-3088,DWG-REF-S043-001,DR-864,drawing_reference,calc_pdf_p45,drawing,
TR-3089,DWG-REF-S044-001,DR-865,drawing_reference,calc_pdf_p46,drawing,
TR-3090,DWG-REF-S045-001,DR-1522,drawing_reference,calc_pdf_p47,drawing,
TR-3091,DWG-REF-S046-001,DR-1523,drawing_reference,calc_pdf_p48,drawing,
TR-3092,DWG-REF-S047-001,DR-1524,drawing_reference,calc_pdf_p49,drawing,
TR-3093,DWG-REF-S048-001,DR-1525,drawing_reference,calc_pdf_p50,drawing,
TR-3094,DWG-REF-S049-001,DR-1526,drawing_reference,calc_pdf_p51,drawing,
TR-3095,DWG-REF-S050-001,DR-1527,drawing_reference,calc_pdf_p52,drawing,
TR-3096,DWG-REF-S051-001,DR-1528,drawing_reference,calc_pdf_p53,drawing,
TR-3097,DWG-REF-S052-001,DR-1529,drawing_reference,calc_pdf_p54,drawing,
TR-3098,DWG-REF-S053-001,DR-1530,drawing_reference,calc_pdf_p55,drawing,
TR-3099,DWG-REF-S054-001,DR-1531,drawing_reference,calc_pdf_p56,drawing,
TR-3100,DWG-REF-S055-001,DR-1532,drawing_reference,calc_pdf_p57,drawing,
TR-3101,DWG-REF-S056-001,DR-1533,drawing_reference,calc_pdf_p58,drawing,
TR-3102,DWG-REF-S057-001,DR-1534,drawing_reference,calc_pdf_p59,drawing,
TR-3103,DWG-REF-S058-001,DR-1535,drawing_reference,calc_pdf_p60,drawing,
TR-3104,DWG-REF-S059-001,DR-1536,drawing_reference,calc_pdf_p61,drawing,
TR-3105,DWG-REF-S060-001,DR-1537,drawing_reference,calc_pdf_p62,drawing,
TR-3106,DWG-REF-S061-001,DR-1538,drawing_reference,calc_pdf_p63,drawing,
TR-3107,DWG-REF-S062-001,DR-1539,drawing_reference,calc_pdf_p64,drawing,
TR-3108,DWG-REF-S063-001,DR-1540,drawing_reference,calc_pdf_p65,drawing,
TR-3109,DWG-REF-S064-001,DR-1541,drawing_reference,calc_pdf_p66,drawing,
TR-3110,DWG-REF-S065-001,DR-1542,drawing_reference,calc_pdf_p67,drawing,
TR-3111,DWG-REF-S066-001,DR-1543,drawing_reference,calc_pdf_p68,drawing,
TR-3112,DWG-REF-S067-001,DR-1544,drawing_reference,calc_pdf_p69,drawing,
TR-3113,DWG-REF-S068-001,DR-1545,drawing_reference,calc_pdf_p70,drawing,
TR-3114,DWG-REF-S069-001,DR-1546,drawing_reference,calc_pdf_p71,drawing,
TR-3115,DWG-REF-S070-001,DR-1547,drawing_reference,calc_pdf_p72,drawing,
TR-3116,DWG-REF-S071-001,DR-1548,drawing_reference,calc_pdf_p73,drawing,
TR-3117,DWG-REF-S072-001,DR-1549,drawing_reference,calc_pdf_p74,drawing,
TR-3118,DWG-REF-S073-001,DR-1550,drawing_reference,calc_pdf_p75,drawing,
TR-3119,DWG-REF-S074-001,DR-1551,drawing_reference,calc_pdf_p76,drawing,
TR-3120,DWG-REF-S075-001,DR-1552,drawing_reference,calc_pdf_p77,drawing,
TR-3121,DWG-REF-S076-001,DR-1553,drawing_reference,calc_pdf_p78,drawing,
TR-3122,DWG-REF-S077-001,DR-1554,drawing_reference,calc_pdf_p79,drawing,
TR-3123,DWG-REF-S078-001,DR-1555,drawing_reference,calc_pdf_p80,drawing,
TR-3124,DWG-REF-S079-001,DR-1556,drawing_reference,calc_pdf_p81,drawing,
TR-3125,DWG-REF-S080-001,DR-1557,drawing_reference,calc_pdf_p82,drawing,
TR-3126,DWG-REF-S081-001,DR-1558,drawing_reference,calc_pdf_p83,drawing,
TR-3127,DWG-REF-S082-001,DR-1559,drawing_reference,calc_pdf_p84,drawing,
TR-3128,DWG-REF-S083-001,DR-1560,drawing_reference,calc_pdf_p85,drawing,
TR-3129,DWG-REF-S084-001,DR-1561,drawing_reference,calc_pdf_p86,drawing,
TR-3130,DWG-REF-S085-001,DR-1562,drawing_reference,calc_pdf_p87,drawing,
TR-3131,DWG-REF-S086-001,DR-1563,drawing_reference,calc_pdf_p88,drawing,
TR-3132,DWG-REF-S087-001,DR-1564,drawing_reference,calc_pdf_p89,drawing,
TR-3133,DWG-REF-S088-001,DR-1565,drawing_reference,calc_pdf_p90,drawing,
TR-3134,DWG-REF-S089-001,DR-1957,drawing_reference,calc_pdf_p91,drawing,
TR-3135,DWG-REF-S090-001,DR-1958,drawing_reference,calc_pdf_p92,drawing,
TR-3136,DWG-REF-S091-001,DR-1959,drawing_reference,calc_pdf_p93,drawing,
TR-3137,DWG-REF-S093-001,DR-1960,drawing_reference,calc_pdf_p95,drawing,
TR-3138,DWG-REF-S101-001,DR-1961,drawing_reference,calc_pdf_p103,drawing,
TR-3139,DWG-REF-S102-001,DR-1962,drawing_reference,calc_pdf_p104,drawing,
TR-3140,DWG-REF-S102-002,DR-1963,drawing_reference,calc_pdf_p104,drawing,
TR-3141,DWG-REF-S091-002,DR-1964,drawing_reference,calc_pdf_p93,drawing,
TR-3142,DWG-REF-S091-003,DR-1965,drawing_reference,calc_pdf_p93,drawing,
TR-3143,DWG-REF-S090-002,DR-1966,drawing_reference,calc_pdf_p92,drawing,
TR-3144,DWG-REF-S092-001,DR-1967,drawing_reference,calc_pdf_p94,drawing,
TR-3145,DWG-REF-S092-002,DR-1968,drawing_reference,calc_pdf_p94,drawing,
TR-3146,DWG-REF-S132-001,DR-1969,drawing_reference,calc_pdf_p134,drawing,
TR-3147,DWG-REF-S137-001,DR-1970,drawing_reference,calc_pdf_p139,drawing,
TR-3148,DWG-REF-S138-001,DR-1971,drawing_reference,calc_pdf_p140,drawing,
TR-3149,DWG-REF-S139-001,DR-1972,drawing_reference,calc_pdf_p141,drawing,
TR-3150,DWG-REF-S140-001,DR-1973,drawing_reference,calc_pdf_p142,drawing,
TR-3151,DWG-TB-S001-001,DR-001,drawing_title_block,calc_pdf_p3,drawing,
TR-3152,DWG-TB-S002-001,DR-002,drawing_title_block,calc_pdf_p4,drawing,
TR-3153,DWG-TB-S003-001,DR-003,drawing_title_block,calc_pdf_p5,drawing,
TR-3154,DWG-TB-S004-001,DR-004,drawing_title_block,calc_pdf_p6,drawing,
TR-3155,DWG-TB-S005-001,DR-005,drawing_title_block,calc_pdf_p7,drawing,
TR-3156,DWG-TB-S006-001,DR-006,drawing_title_block,calc_pdf_p8,drawing,
TR-3157,DWG-TB-S007-001,DR-007,drawing_title_block,calc_pdf_p9,drawing,
TR-3158,DWG-TB-S008-001,DR-008,drawing_title_block,calc_pdf_p10,drawing,
TR-3159,DWG-TB-S009-001,DR-009,drawing_title_block,calc_pdf_p11,drawing,
TR-3160,DWG-TB-S010-001,DR-010,drawing_title_block,calc_pdf_p12,drawing,
TR-3161,DWG-TB-S011-001,DR-011,drawing_title_block,calc_pdf_p13,drawing,
TR-3162,DWG-TB-S012-001,DR-012,drawing_title_block,calc_pdf_p14,drawing,
TR-3163,DWG-TB-S013-001,DR-013,drawing_title_block,calc_pdf_p15,drawing,
TR-3164,DWG-TB-S014-001,DR-014,drawing_title_block,calc_pdf_p16,drawing,
TR-3165,DWG-TB-S015-001,DR-015,drawing_title_block,calc_pdf_p17,drawing,
TR-3166,DWG-TB-S016-001,DR-016,drawing_title_block,calc_pdf_p18,drawing,
TR-3167,DWG-TB-S017-001,DR-017,drawing_title_block,calc_pdf_p19,drawing,
TR-3168,DWG-TB-S018-001,DR-018,drawing_title_block,calc_pdf_p20,drawing,
TR-3169,DWG-TB-S019-001,DR-019,drawing_title_block,calc_pdf_p21,drawing,
TR-3170,DWG-TB-S020-001,DR-020,drawing_title_block,calc_pdf_p22,drawing,
TR-3171,DWG-TB-S021-001,DR-021,drawing_title_block,calc_pdf_p23,drawing,
TR-3172,DWG-TB-S022-001,DR-022,drawing_title_block,calc_pdf_p24,drawing,
TR-3173,DWG-TB-S023-001,DR-023,drawing_title_block,calc_pdf_p25,drawing,
TR-3174,DWG-TB-S024-001,DR-024,drawing_title_block,calc_pdf_p26,drawing,
TR-3175,DWG-TB-S025-001,DR-025,drawing_title_block,calc_pdf_p27,drawing,
TR-3176,DWG-TB-S026-001,DR-026,drawing_title_block,calc_pdf_p28,drawing,
TR-3177,DWG-TB-S027-001,DR-027,drawing_title_block,calc_pdf_p29,drawing,
TR-3178,DWG-TB-S028-001,DR-028,drawing_title_block,calc_pdf_p30,drawing,
TR-3179,DWG-TB-S029-001,DR-029,drawing_title_block,calc_pdf_p31,drawing,
TR-3180,DWG-TB-S030-001,DR-030,drawing_title_block,calc_pdf_p32,drawing,
TR-3181,DWG-TB-S031-001,DR-031,drawing_title_block,calc_pdf_p33,drawing,
TR-3182,DWG-TB-S032-001,DR-032,drawing_title_block,calc_pdf_p34,drawing,
TR-3183,DWG-TB-S033-001,DR-033,drawing_title_block,calc_pdf_p35,drawing,
TR-3184,DWG-TB-S034-001,DR-034,drawing_title_block,calc_pdf_p36,drawing,
TR-3185,DWG-TB-S035-001,DR-035,drawing_title_block,calc_pdf_p37,drawing,
TR-3186,DWG-TB-S036-001,DR-036,drawing_title_block,calc_pdf_p38,drawing,
TR-3187,DWG-TB-S037-001,DR-037,drawing_title_block,calc_pdf_p39,drawing,
TR-3188,DWG-TB-S038-001,DR-038,drawing_title_block,calc_pdf_p40,drawing,
TR-3189,DWG-TB-S039-001,DR-039,drawing_title_block,calc_pdf_p41,drawing,
TR-3190,DWG-TB-S040-001,DR-040,drawing_title_block,calc_pdf_p42,drawing,
TR-3191,DWG-TB-S041-001,DR-041,drawing_title_block,calc_pdf_p43,drawing,
TR-3192,DWG-TB-S042-001,DR-042,drawing_title_block,calc_pdf_p44,drawing,
TR-3193,DWG-TB-S043-001,DR-043,drawing_title_block,calc_pdf_p45,drawing,
TR-3194,DWG-TB-S044-001,DR-044,drawing_title_block,calc_pdf_p46,drawing,
TR-3195,DWG-TB-S045-001,DR-045,drawing_title_block,calc_pdf_p47,drawing,
TR-3196,DWG-TB-S046-001,DR-046,drawing_title_block,calc_pdf_p48,drawing,
TR-3197,DWG-TB-S047-001,DR-047,drawing_title_block,calc_pdf_p49,drawing,
TR-3198,DWG-TB-S048-001,DR-048,drawing_title_block,calc_pdf_p50,drawing,
TR-3199,DWG-TB-S049-001,DR-049,drawing_title_block,calc_pdf_p51,drawing,
TR-3200,DWG-TB-S050-001,DR-050,drawing_title_block,calc_pdf_p52,drawing,
TR-3201,DWG-TB-S051-001,DR-051,drawing_title_block,calc_pdf_p53,drawing,
TR-3202,DWG-TB-S052-001,DR-052,drawing_title_block,calc_pdf_p54,drawing,
TR-3203,DWG-TB-S053-001,DR-053,drawing_title_block,calc_pdf_p55,drawing,
TR-3204,DWG-TB-S054-001,DR-054,drawing_title_block,calc_pdf_p56,drawing,
TR-3205,DWG-TB-S055-001,DR-055,drawing_title_block,calc_pdf_p57,drawing,
TR-3206,DWG-TB-S056-001,DR-056,drawing_title_block,calc_pdf_p58,drawing,
TR-3207,DWG-TB-S057-001,DR-057,drawing_title_block,calc_pdf_p59,drawing,
TR-3208,DWG-TB-S058-001,DR-058,drawing_title_block,calc_pdf_p60,drawing,
TR-3209,DWG-TB-S059-001,DR-059,drawing_title_block,calc_pdf_p61,drawing,
TR-3210,DWG-TB-S060-001,DR-060,drawing_title_block,calc_pdf_p62,drawing,
TR-3211,DWG-TB-S061-001,DR-061,drawing_title_block,calc_pdf_p63,drawing,
TR-3212,DWG-TB-S062-001,DR-062,drawing_title_block,calc_pdf_p64,drawing,
TR-3213,DWG-TB-S063-001,DR-063,drawing_title_block,calc_pdf_p65,drawing,
TR-3214,DWG-TB-S064-001,DR-064,drawing_title_block,calc_pdf_p66,drawing,
TR-3215,DWG-TB-S065-001,DR-065,drawing_title_block,calc_pdf_p67,drawing,
TR-3216,DWG-TB-S066-001,DR-066,drawing_title_block,calc_pdf_p68,drawing,
TR-3217,DWG-TB-S067-001,DR-067,drawing_title_block,calc_pdf_p69,drawing,
TR-3218,DWG-TB-S068-001,DR-068,drawing_title_block,calc_pdf_p70,drawing,
TR-3219,DWG-TB-S069-001,DR-069,drawing_title_block,calc_pdf_p71,drawing,
TR-3220,DWG-TB-S070-001,DR-070,drawing_title_block,calc_pdf_p72,drawing,
TR-3221,DWG-TB-S071-001,DR-071,drawing_title_block,calc_pdf_p73,drawing,
TR-3222,DWG-TB-S072-001,DR-072,drawing_title_block,calc_pdf_p74,drawing,
TR-3223,DWG-TB-S073-001,DR-073,drawing_title_block,calc_pdf_p75,drawing,
TR-3224,DWG-TB-S074-001,DR-074,drawing_title_block,calc_pdf_p76,drawing,
TR-3225,DWG-TB-S075-001,DR-075,drawing_title_block,calc_pdf_p77,drawing,
TR-3226,DWG-TB-S076-001,DR-076,drawing_title_block,calc_pdf_p78,drawing,
TR-3227,DWG-TB-S077-001,DR-077,drawing_title_block,calc_pdf_p79,drawing,
TR-3228,DWG-TB-S078-001,DR-078,drawing_title_block,calc_pdf_p80,drawing,
TR-3229,DWG-TB-S079-001,DR-079,drawing_title_block,calc_pdf_p81,drawing,
TR-3230,DWG-TB-S080-001,DR-080,drawing_title_block,calc_pdf_p82,drawing,
TR-3231,DWG-TB-S081-001,DR-081,drawing_title_block,calc_pdf_p83,drawing,
TR-3232,DWG-TB-S082-001,DR-082,drawing_title_block,calc_pdf_p84,drawing,
TR-3233,DWG-TB-S083-001,DR-083,drawing_title_block,calc_pdf_p85,drawing,
TR-3234,DWG-TB-S084-001,DR-084,drawing_title_block,calc_pdf_p86,drawing,
TR-3235,DWG-TB-S085-001,DR-085,drawing_title_block,calc_pdf_p87,drawing,
TR-3236,DWG-TB-S086-001,DR-086,drawing_title_block,calc_pdf_p88,drawing,
TR-3237,DWG-TB-S087-001,DR-087,drawing_title_block,calc_pdf_p89,drawing,
TR-3238,DWG-TB-S088-001,DR-088,drawing_title_block,calc_pdf_p90,drawing,
TR-3239,DWG-TB-S089-001,DR-089,drawing_title_block,calc_pdf_p91,drawing,
TR-3240,DWG-TB-S090-001,DR-090,drawing_title_block,calc_pdf_p92,drawing,
TR-3241,DWG-TB-S091-001,DR-091,drawing_title_block,calc_pdf_p93,drawing,
TR-3242,DWG-TB-S092-001,DR-092,drawing_title_block,calc_pdf_p94,drawing,
TR-3243,DWG-TB-S093-001,DR-093,drawing_title_block,calc_pdf_p95,drawing,
TR-3244,DWG-TB-S094-001,DR-094,drawing_title_block,calc_pdf_p96,drawing,
TR-3245,DWG-TB-S095-001,DR-095,drawing_title_block,calc_pdf_p97,drawing,
TR-3246,DWG-TB-S096-001,DR-096,drawing_title_block,calc_pdf_p98,drawing,
TR-3247,DWG-TB-S097-001,DR-097,drawing_title_block,calc_pdf_p99,drawing,
TR-3248,DWG-TB-S098-001,DR-098,drawing_title_block,calc_pdf_p100,drawing,
TR-3249,DWG-TB-S099-001,DR-099,drawing_title_block,calc_pdf_p101,drawing,
TR-3250,DWG-TB-S100-001,DR-100,drawing_title_block,calc_pdf_p102,drawing,
TR-3251,DWG-TB-S101-001,DR-101,drawing_title_block,calc_pdf_p103,drawing,
TR-3252,DWG-TB-S102-001,DR-102,drawing_title_block,calc_pdf_p104,drawing,
TR-3253,DWG-TB-S103-001,DR-103,drawing_title_block,calc_pdf_p105,drawing,
TR-3254,DWG-TB-S104-001,DR-104,drawing_title_block,calc_pdf_p106,drawing,
TR-3255,DWG-TB-S105-001,DR-105,drawing_title_block,calc_pdf_p107,drawing,
TR-3256,DWG-TB-S106-001,DR-106,drawing_title_block,calc_pdf_p108,drawing,
TR-3257,DWG-TB-S107-001,DR-107,drawing_title_block,calc_pdf_p109,drawing,
TR-3258,DWG-TB-S108-001,DR-108,drawing_title_block,calc_pdf_p110,drawing,
TR-3259,DWG-TB-S109-001,DR-109,drawing_title_block,calc_pdf_p111,drawing,
TR-3260,DWG-TB-S110-001,DR-110,drawing_title_block,calc_pdf_p112,drawing,
TR-3261,DWG-TB-S111-001,DR-111,drawing_title_block,calc_pdf_p113,drawing,
TR-3262,DWG-TB-S112-001,DR-112,drawing_title_block,calc_pdf_p114,drawing,
TR-3263,DWG-TB-S113-001,DR-113,drawing_title_block,calc_pdf_p115,drawing,
TR-3264,DWG-TB-S114-001,DR-114,drawing_title_block,calc_pdf_p116,drawing,
TR-3265,DWG-TB-S115-001,DR-115,drawing_title_block,calc_pdf_p117,drawing,
TR-3266,DWG-TB-S116-001,DR-116,drawing_title_block,calc_pdf_p118,drawing,
TR-3267,DWG-TB-S117-001,DR-117,drawing_title_block,calc_pdf_p119,drawing,
TR-3268,DWG-TB-S118-001,DR-118,drawing_title_block,calc_pdf_p120,drawing,
TR-3269,DWG-TB-S119-001,DR-119,drawing_title_block,calc_pdf_p121,drawing,
TR-3270,DWG-TB-S120-001,DR-120,drawing_title_block,calc_pdf_p122,drawing,
TR-3271,DWG-TB-S121-001,DR-121,drawing_title_block,calc_pdf_p123,drawing,
TR-3272,DWG-TB-S122-001,DR-122,drawing_title_block,calc_pdf_p124,drawing,
TR-3273,DWG-TB-S123-001,DR-123,drawing_title_block,calc_pdf_p125,drawing,
TR-3274,DWG-TB-S124-001,DR-124,drawing_title_block,calc_pdf_p126,drawing,
TR-3275,DWG-TB-S125-001,DR-125,drawing_title_block,calc_pdf_p127,drawing,
TR-3276,DWG-TB-S126-001,DR-126,drawing_title_block,calc_pdf_p128,drawing,
TR-3277,DWG-TB-S127-001,DR-127,drawing_title_block,calc_pdf_p129,drawing,
TR-3278,DWG-TB-S128-001,DR-128,drawing_title_block,calc_pdf_p130,drawing,
TR-3279,DWG-TB-S129-001,DR-129,drawing_title_block,calc_pdf_p131,drawing,
TR-3280,DWG-TB-S130-001,DR-130,drawing_title_block,calc_pdf_p132,drawing,
TR-3281,DWG-TB-S131-001,DR-131,drawing_title_block,calc_pdf_p133,drawing,
TR-3282,DWG-TB-S132-001,DR-132,drawing_title_block,calc_pdf_p134,drawing,
TR-3283,DWG-TB-S133-001,DR-133,drawing_title_block,calc_pdf_p135,drawing,
TR-3284,DWG-TB-S134-001,DR-134,drawing_title_block,calc_pdf_p136,drawing,
TR-3285,DWG-TB-S135-001,DR-135,drawing_title_block,calc_pdf_p137,drawing,
TR-3286,DWG-TB-S136-001,DR-136,drawing_title_block,calc_pdf_p138,drawing,
TR-3287,DWG-TB-S137-001,DR-137,drawing_title_block,calc_pdf_p139,drawing,
TR-3288,DWG-TB-S138-001,DR-138,drawing_title_block,calc_pdf_p140,drawing,
TR-3289,DWG-TB-S139-001,DR-139,drawing_title_block,calc_pdf_p141,drawing,
