時間（秒）,Ⅱ-Ⅰ-１,Ⅱ-Ⅰ-２,Ⅱ-Ⅰ-３,Ⅱ-Ⅱ-１,Ⅱ-Ⅱ-２,Ⅱ-Ⅱ-３,Ⅱ-Ⅲ-１,Ⅱ-Ⅲ-２,Ⅱ-Ⅲ-３
30.860000000002,,,,-24.148 ,14.457 ,10.475 ,13.340 ,-18.314 ,-4.391 
30.870000000002,,,,-24.621 ,14.632 ,10.274 ,13.381 ,-18.301 ,-4.085 
30.880000000002,,,,-25.081 ,14.757 ,10.399 ,13.202 ,-17.922 ,-3.946 
30.890000000002,,,,-25.437 ,14.804 ,10.415 ,13.131 ,-17.063 ,-3.700 
30.900000000002,,,,-25.635 ,14.799 ,10.477 ,13.074 ,-16.082 ,-3.952 
30.910000000002,,,,-25.551 ,14.731 ,10.445 ,12.920 ,-14.270 ,-4.220 
30.920000000002,,,,-25.296 ,14.460 ,10.089 ,13.040 ,-12.240 ,-4.307 
30.930000000002,,,,-24.831 ,14.117 ,9.712 ,13.215 ,-10.228 ,-4.168 
30.940000000002,,,,-24.164 ,13.648 ,9.413 ,13.091 ,-7.552 ,-4.288 
30.950000000002,,,,-23.244 ,13.136 ,9.215 ,13.104 ,-4.467 ,-4.718 
30.960000000002,,,,-22.138 ,12.577 ,8.944 ,13.471 ,-1.675 ,-4.693 
30.970000000002,,,,-20.877 ,12.011 ,8.461 ,13.765 ,0.891 ,-4.200 
30.980000000002,,,,-19.558 ,11.284 ,8.320 ,13.862 ,3.301 ,-3.824 
30.990000000002,,,,-18.133 ,10.534 ,8.284 ,13.933 ,6.044 ,-4.001 
31.000000000002,,,,-16.718 ,9.898 ,8.661 ,14.048 ,8.383 ,-3.643 
31.010000000002,,,,-15.291 ,9.296 ,8.678 ,14.329 ,9.970 ,-2.854 
31.0200000000021,,,,-13.933 ,8.622 ,8.938 ,14.587 ,11.165 ,-2.159 
31.0300000000021,,,,-12.650 ,7.968 ,9.307 ,14.528 ,13.044 ,-2.068 
31.0400000000021,,,,-11.606 ,7.234 ,10.021 ,14.458 ,14.773 ,-1.915 
31.0500000000021,,,,-10.740 ,6.662 ,10.281 ,14.546 ,16.191 ,-1.379 
31.0600000000021,,,,-10.071 ,6.220 ,10.643 ,14.530 ,17.223 ,-0.834 
31.0700000000021,,,,-9.536 ,5.650 ,11.096 ,14.403 ,18.521 ,-0.638 
31.0800000000021,,,,-9.206 ,5.151 ,11.160 ,14.158 ,20.276 ,-0.728 
31.0900000000021,,,,-9.023 ,4.850 ,11.365 ,13.760 ,21.865 ,-0.869 
31.1000000000021,,,,-8.959 ,4.656 ,11.468 ,13.396 ,22.695 ,-0.444 
31.1100000000021,,,,-8.747 ,4.557 ,11.153 ,13.062 ,23.238 ,-0.078 
31.1200000000021,,,,-8.348 ,4.430 ,11.085 ,12.627 ,23.896 ,0.026 
31.1300000000021,,,,-7.843 ,4.432 ,10.993 ,12.153 ,24.755 ,-0.319 
31.1400000000021,,,,-7.201 ,4.308 ,10.526 ,11.701 ,25.123 ,-0.170 
31.1500000000021,,,,-6.193 ,4.138 ,10.350 ,11.307 ,24.901 ,0.619 
31.1600000000021,,,,-4.841 ,3.917 ,10.335 ,11.037 ,24.500 ,1.073 
31.1700000000021,,,,-3.221 ,3.610 ,10.099 ,10.862 ,24.688 ,1.178 
31.1800000000021,,,,-1.464 ,3.133 ,10.109 ,10.683 ,24.808 ,1.255 
31.1900000000021,,,,0.419 ,2.499 ,10.139 ,10.444 ,24.300 ,2.159 
31.2000000000021,,,,2.448 ,1.837 ,10.355 ,10.254 ,23.590 ,3.001 
31.2100000000021,,,,4.599 ,1.255 ,10.578 ,10.215 ,22.509 ,3.673 
31.2200000000021,,,,6.675 ,0.563 ,10.939 ,10.155 ,21.720 ,4.192 
31.2300000000021,,,,8.596 ,-0.247 ,11.454 ,9.973 ,20.620 ,4.672 
31.2400000000021,,,,10.329 ,-1.177 ,11.472 ,9.799 ,18.774 ,5.358 
31.2500000000021,,,,11.993 ,-1.979 ,12.063 ,9.627 ,16.510 ,6.441 
31.2600000000021,,,,13.451 ,-2.777 ,12.694 ,9.482 ,14.458 ,6.914 
31.2700000000021,,,,14.615 ,-3.753 ,12.918 ,9.413 ,12.565 ,6.889 
31.2800000000021,,,,15.471 ,-4.808 ,13.142 ,9.244 ,10.854 ,7.265 
31.2900000000021,,,,16.140 ,-5.788 ,13.512 ,8.935 ,9.181 ,7.407 
31.3000000000021,,,,16.560 ,-6.745 ,13.695 ,8.664 ,7.764 ,8.019 
31.3100000000021,,,,16.759 ,-7.632 ,14.022 ,8.502 ,7.299 ,7.963 
31.3200000000021,,,,16.767 ,-8.618 ,14.178 ,8.324 ,7.536 ,7.702 
31.3300000000021,,,,16.646 ,-9.625 ,14.024 ,8.002 ,7.691 ,7.673 
31.3400000000021,,,,16.361 ,-10.655 ,13.930 ,7.663 ,8.257 ,8.079 
31.3500000000021,,,,16.102 ,-11.668 ,14.130 ,7.343 ,8.593 ,8.650 
31.3600000000021,,,,15.855 ,-12.756 ,14.209 ,6.986 ,8.673 ,8.611 
31.3700000000021,,,,15.623 ,-13.897 ,14.033 ,6.770 ,8.841 ,8.732 
31.3800000000021,,,,15.386 ,-15.129 ,13.648 ,6.500 ,7.932 ,9.266 
31.3900000000021,,,,15.255 ,-16.351 ,13.933 ,5.972 ,6.607 ,9.694 
31.4000000000021,,,,15.195 ,-17.509 ,14.189 ,5.588 ,4.787 ,10.123 
31.4100000000021,,,,15.198 ,-18.586 ,14.188 ,5.358 ,2.709 ,10.275 
31.4200000000021,,,,15.167 ,-19.736 ,14.288 ,5.051 ,0.908 ,10.389 
31.4300000000021,,,,15.265 ,-20.760 ,14.771 ,4.769 ,-0.798 ,10.048 
31.4400000000021,,,,15.400 ,-21.788 ,15.199 ,4.388 ,-2.309 ,10.190 
31.4500000000021,,,,15.533 ,-22.751 ,15.603 ,3.988 ,-3.262 ,10.582 
31.4600000000021,,,,15.678 ,-23.654 ,16.468 ,3.816 ,-3.769 ,10.228 
31.4700000000021,,,,15.954 ,-24.462 ,16.796 ,3.600 ,-3.470 ,9.924 
31.4800000000021,,,,16.206 ,-25.258 ,17.142 ,3.217 ,-3.399 ,10.064 
31.4900000000021,,,,16.382 ,-26.008 ,17.860 ,2.815 ,-3.607 ,10.924 
31.5000000000021,,,,16.519 ,-26.642 ,18.114 ,2.383 ,-4.271 ,11.525 
31.5100000000021,,,,16.665 ,-27.039 ,18.358 ,1.932 ,-4.777 ,12.228 
31.5200000000021,,,,16.683 ,-27.440 ,18.085 ,1.486 ,-5.989 ,12.683 
31.5300000000021,,,,16.581 ,-27.737 ,17.876 ,1.008 ,-7.960 ,14.063 
31.5400000000021,,,,16.351 ,-27.997 ,17.544 ,0.345 ,-10.312 ,15.504 
31.5500000000021,,,,16.065 ,-28.081 ,17.024 ,-0.426 ,-12.190 ,16.604 
31.5600000000021,,,,15.674 ,-28.031 ,16.227 ,-0.924 ,-13.679 ,17.305 
31.5700000000021,,,,15.223 ,-27.847 ,15.313 ,-1.283 ,-14.702 ,17.794 
31.5800000000021,,,,14.693 ,-27.613 ,14.725 ,-1.828 ,-15.326 ,18.804 
31.5900000000021,,,,14.181 ,-27.246 ,14.000 ,-2.404 ,-14.868 ,19.817 
31.6000000000021,,,,13.601 ,-26.668 ,13.483 ,-2.807 ,-13.281 ,19.646 
31.6100000000021,,,,13.045 ,-25.885 ,13.051 ,-2.994 ,-10.873 ,19.465 
31.6200000000021,,,,12.525 ,-25.058 ,12.799 ,-3.126 ,-8.551 ,19.694 
31.6300000000021,,,,12.095 ,-24.153 ,12.976 ,-3.381 ,-5.766 ,20.283 
31.6400000000021,,,,11.681 ,-23.342 ,13.232 ,-3.637 ,-2.778 ,20.066 
31.6500000000021,,,,11.318 ,-22.358 ,13.545 ,-3.789 ,0.120 ,19.848 
31.6600000000022,,,,11.056 ,-21.322 ,13.900 ,-3.827 ,2.660 ,19.942 
31.6700000000022,,,,10.952 ,-20.404 ,14.654 ,-3.866 ,4.442 ,20.316 
31.6800000000022,,,,10.878 ,-19.505 ,15.023 ,-4.020 ,5.821 ,20.497 
31.6900000000022,,,,10.814 ,-18.555 ,15.227 ,-4.142 ,7.250 ,20.544 
31.7000000000022,,,,10.754 ,-17.465 ,15.281 ,-4.248 ,8.249 ,20.273 
31.7100000000022,,,,10.767 ,-16.269 ,15.350 ,-4.323 ,8.971 ,20.394 
31.7200000000022,,,,10.737 ,-15.059 ,14.944 ,-4.229 ,9.535 ,20.096 
31.7300000000022,,,,10.565 ,-13.721 ,14.261 ,-4.192 ,10.413 ,19.862 
31.7400000000022,,,,10.221 ,-12.307 ,13.389 ,-4.277 ,11.649 ,18.852 
31.7500000000022,,,,9.813 ,-10.778 ,12.473 ,-4.267 ,13.319 ,18.048 
31.7600000000022,,,,9.207 ,-9.172 ,11.580 ,-4.067 ,15.049 ,17.083 
31.7700000000022,,,,8.360 ,-7.483 ,10.558 ,-3.711 ,16.867 ,16.322 
31.7800000000022,,,,7.274 ,-5.813 ,9.615 ,-3.436 ,18.781 ,14.983 
31.7900000000022,,,,6.049 ,-4.172 ,8.821 ,-3.222 ,21.050 ,14.075 
31.8000000000022,,,,4.602 ,-2.504 ,8.341 ,-2.785 ,22.685 ,13.026 
31.8100000000022,,,,2.970 ,-0.769 ,8.256 ,-2.170 ,23.582 ,12.513 
31.8200000000022,,,,1.192 ,0.818 ,8.111 ,-1.550 ,23.603 ,12.095 
31.8300000000022,,,,-0.571 ,2.253 ,8.037 ,-0.991 ,23.446 ,11.688 
31.8400000000022,,,,-2.351 ,3.557 ,8.415 ,-0.488 ,22.447 ,11.328 
31.8500000000022,,,,-4.185 ,4.855 ,8.662 ,0.038 ,20.970 ,11.229 
31.8600000000022,,,,-5.955 ,6.032 ,9.205 ,0.652 ,18.815 ,11.461 
31.8700000000022,,,,-7.472 ,7.098 ,9.268 ,1.301 ,16.587 ,11.642 
31.8800000000022,,,,-8.900 ,8.091 ,9.160 ,1.779 ,14.867 ,11.328 
31.8900000000022,,,,-10.225 ,9.024 ,9.242 ,2.171 ,13.547 ,11.163 
31.9000000000022,,,,-11.381 ,9.904 ,9.129 ,2.734 ,12.523 ,11.348 
31.9100000000022,,,,-12.313 ,10.772 ,8.664 ,3.319 ,11.769 ,11.264 
31.9200000000022,,,,-13.062 ,11.511 ,7.948 ,3.851 ,11.733 ,11.106 
31.9300000000022,,,,-13.577 ,12.170 ,7.301 ,4.446 ,12.215 ,10.605 
31.9400000000022,,,,-13.930 ,12.566 ,6.723 ,4.968 ,12.780 ,10.160 
31.9500000000022,,,,-14.051 ,12.915 ,5.984 ,5.398 ,13.188 ,10.173 
31.9600000000022,,,,-13.990 ,13.235 ,5.202 ,5.951 ,13.214 ,9.850 
31.9700000000022,,,,-13.703 ,13.436 ,4.707 ,6.574 ,12.944 ,9.160 
31.9800000000022,,,,-13.265 ,13.488 ,4.212 ,7.036 ,12.328 ,8.747 
31.9900000000022,,,,-12.757 ,13.498 ,3.885 ,7.403 ,11.263 ,8.455 
32.0000000000022,,,,-12.284 ,13.536 ,3.541 ,7.819 ,9.648 ,7.973 
32.0100000000022,,,,-11.790 ,13.606 ,3.654 ,8.251 ,7.582 ,7.917 
32.0200000000022,,,,-11.362 ,13.677 ,3.679 ,8.686 ,5.572 ,7.692 
32.0300000000022,,,,-11.019 ,13.790 ,3.494 ,9.052 ,3.400 ,7.336 
32.0400000000022,,,,-10.912 ,13.790 ,3.706 ,9.281 ,1.683 ,7.520 
32.0500000000022,,,,-11.015 ,13.938 ,3.852 ,9.428 ,-0.315 ,7.822 
32.0600000000022,,,,-11.234 ,14.276 ,3.944 ,9.612 ,-2.031 ,8.103 
32.0700000000022,,,,-11.511 ,14.643 ,3.947 ,9.893 ,-3.598 ,8.360 
32.0800000000022,,,,-11.958 ,14.886 ,3.574 ,9.942 ,-4.995 ,8.620 
32.0900000000022,,,,-12.438 ,15.185 ,3.497 ,9.801 ,-6.054 ,9.097 
32.1000000000022,,,,-12.956 ,15.559 ,3.408 ,9.858 ,-7.178 ,9.503 
32.1100000000022,,,,-13.319 ,15.940 ,2.892 ,9.728 ,-8.482 ,9.714 
32.1200000000022,,,,-13.560 ,16.162 ,2.278 ,9.547 ,-9.774 ,10.076 
32.1300000000022,,,,-13.671 ,16.331 ,1.839 ,9.719 ,-10.439 ,10.223 
32.1400000000022,,,,-13.708 ,16.356 ,1.311 ,9.504 ,-11.160 ,10.203 
32.1500000000022,,,,-13.635 ,16.399 ,0.975 ,9.018 ,-11.924 ,10.419 
32.1600000000022,,,,-13.450 ,16.480 ,0.379 ,9.005 ,-12.716 ,10.748 
32.1700000000022,,,,-13.208 ,16.590 ,-0.094 ,9.094 ,-13.085 ,10.632 
32.1800000000022,,,,-13.035 ,16.599 ,-0.399 ,8.934 ,-13.102 ,10.369 
32.1900000000022,,,,-12.896 ,16.625 ,-0.352 ,8.543 ,-13.041 ,10.316 
32.2000000000022,,,,-12.877 ,16.786 ,-0.532 ,8.267 ,-13.021 ,10.214 
32.2100000000022,,,,-12.877 ,17.136 ,-0.691 ,8.373 ,-12.681 ,9.855 
32.2200000000022,,,,-12.885 ,17.420 ,-0.531 ,8.275 ,-12.454 ,9.225 
32.2300000000022,,,,-12.923 ,17.640 ,-0.375 ,7.977 ,-11.457 ,8.535 
32.2400000000022,,,,-13.004 ,17.848 ,-0.230 ,7.839 ,-10.432 ,7.708 
32.2500000000022,,,,-13.008 ,18.208 ,-0.142 ,7.538 ,-9.849 ,7.134 
32.2600000000022,,,,-12.902 ,18.517 ,-0.098 ,7.345 ,-8.748 ,6.336 
32.2700000000022,,,,-12.643 ,18.747 ,0.043 ,7.353 ,-7.666 ,5.499 
32.2800000000022,,,,-12.390 ,18.805 ,-0.101 ,6.907 ,-6.538 ,4.750 
32.2900000000021,,,,-12.070 ,18.752 ,0.030 ,6.393 ,-5.430 ,4.178 
32.3000000000021,,,,-11.704 ,18.722 ,-0.072 ,6.272 ,-4.714 ,4.011 
32.3100000000021,,,,-11.296 ,18.651 ,-0.292 ,5.920 ,-4.008 ,3.745 
32.3200000000021,,,,-10.989 ,18.367 ,-0.393 ,5.449 ,-3.365 ,3.556 
32.3300000000021,,,,-10.755 ,18.001 ,-0.132 ,5.323 ,-2.500 ,3.453 
32.3400000000021,,,,-10.571 ,17.474 ,-0.136 ,4.936 ,-1.805 ,3.777 
32.3500000000021,,,,-10.483 ,17.161 ,-0.157 ,4.331 ,-1.268 ,3.987 
32.3600000000021,,,,-10.517 ,16.860 ,0.108 ,4.167 ,-0.283 ,4.458 
32.3700000000021,,,,-10.540 ,16.311 ,0.679 ,3.890 ,0.787 ,4.759 
32.3800000000021,,,,-10.541 ,15.735 ,1.078 ,3.274 ,1.746 ,5.271 
32.3900000000021,,,,-10.476 ,15.261 ,1.423 ,2.897 ,2.823 ,5.922 
32.4000000000021,,,,-10.442 ,14.747 ,1.942 ,2.425 ,3.685 ,6.766 
32.4100000000021,,,,-10.268 ,14.111 ,2.440 ,1.724 ,4.097 ,7.489 
32.4200000000021,,,,-9.847 ,13.309 ,2.909 ,1.319 ,4.188 ,8.150 
32.4300000000021,,,,-9.295 ,12.540 ,3.267 ,0.902 ,3.848 ,9.121 
32.4400000000021,,,,-8.749 ,11.636 ,3.426 ,0.088 ,2.997 ,9.849 
32.4500000000021,,,,-8.090 ,10.697 ,3.482 ,-0.721 ,1.837 ,10.352 
32.4600000000021,,,,-7.317 ,9.756 ,3.573 ,-1.351 ,0.444 ,11.094 
32.4700000000021,,,,-6.475 ,8.780 ,3.763 ,-2.049 ,-1.071 ,11.477 
32.4800000000021,,,,-5.765 ,7.718 ,3.558 ,-2.866 ,-2.343 ,11.720 
32.4900000000021,,,,-5.185 ,6.688 ,3.439 ,-3.784 ,-2.823 ,11.707 
32.5000000000021,,,,-4.695 ,5.692 ,3.431 ,-4.769 ,-3.051 ,11.548 
32.5100000000021,,,,-4.277 ,4.778 ,3.752 ,-5.620 ,-2.599 ,11.628 
32.5200000000021,,,,-4.109 ,3.798 ,3.768 ,-6.320 ,-1.934 ,11.441 
32.5300000000021,,,,-4.175 ,2.865 ,3.865 ,-7.084 ,-0.158 ,11.040 
32.5400000000021,,,,-4.398 ,1.946 ,4.291 ,-7.988 ,1.956 ,10.431 
32.5500000000021,,,,-4.765 ,1.187 ,4.625 ,-8.910 ,3.976 ,10.258 
32.5600000000021,,,,-5.370 ,0.464 ,4.823 ,-9.598 ,5.516 ,10.330 
32.5700000000021,,,,-6.133 ,-0.211 ,5.155 ,-10.031 ,7.373 ,10.137 
32.5800000000021,,,,-7.053 ,-0.849 ,5.395 ,-10.666 ,8.842 ,9.655 
32.5900000000021,,,,-8.089 ,-1.388 ,5.435 ,-11.548 ,9.934 ,9.431 
32.6000000000021,,,,-9.324 ,-1.880 ,5.400 ,-12.065 ,10.401 ,9.741 
32.6100000000021,,,,-10.689 ,-2.313 ,5.349 ,-12.306 ,10.227 ,10.220 
32.6200000000021,,,,-12.175 ,-2.709 ,5.213 ,-12.750 ,10.103 ,10.100 
32.6300000000021,,,,-13.721 ,-3.061 ,5.185 ,-13.092 ,10.048 ,9.671 
32.6400000000021,,,,-15.386 ,-3.467 ,5.044 ,-13.371 ,9.399 ,10.228 
32.6500000000021,,,,-17.120 ,-3.748 ,4.847 ,-13.834 ,8.677 ,10.593 
32.6600000000021,,,,-18.865 ,-3.842 ,5.031 ,-13.929 ,7.848 ,10.815 
32.6700000000021,,,,-20.576 ,-3.941 ,5.503 ,-13.896 ,7.332 ,10.570 
32.6800000000021,,,,-22.209 ,-4.028 ,5.721 ,-14.323 ,6.603 ,10.538 
32.6900000000021,,,,-23.677 ,-3.990 ,6.000 ,-14.672 ,5.930 ,10.840 
32.7000000000021,,,,-25.008 ,-3.795 ,6.524 ,-14.805 ,5.007 ,11.056 
32.7100000000021,,,,-26.082 ,-3.462 ,7.019 ,-15.105 ,3.850 ,11.173 
32.7200000000021,,,,-26.763 ,-3.152 ,7.397 ,-15.420 ,2.796 ,11.261 
32.7300000000021,,,,-26.966 ,-2.804 ,7.579 ,-15.722 ,1.562 ,11.212 
32.7400000000021,,,,-26.819 ,-2.369 ,7.270 ,-16.178 ,-0.092 ,11.665 
32.7500000000021,,,,-26.210 ,-1.761 ,7.022 ,-16.666 ,-1.705 ,12.189 
32.7600000000021,,,,-25.153 ,-1.169 ,6.705 ,-17.059 ,-3.703 ,12.608 
32.7700000000021,,,,-23.642 ,-0.616 ,5.920 ,-17.510 ,-5.159 ,12.581 
32.7800000000021,,,,-21.906 ,-0.033 ,4.978 ,-18.079 ,-6.454 ,12.910 
32.790000000002,,,,-20.022 ,0.667 ,4.050 ,-18.658 ,-7.535 ,13.460 
32.800000000002,,,,-18.133 ,1.374 ,3.114 ,-19.321 ,-8.216 ,13.799 
32.810000000002,,,,-16.346 ,2.114 ,2.462 ,-19.955 ,-8.194 ,14.038 
32.820000000002,,,,-14.789 ,2.903 ,1.849 ,-20.417 ,-7.649 ,13.979 
32.830000000002,,,,-13.486 ,3.830 ,1.271 ,-20.936 ,-6.657 ,14.262 
32.840000000002,,,,-12.554 ,4.838 ,0.998 ,-21.567 ,-5.315 ,14.620 
32.850000000002,,,,-11.937 ,5.974 ,0.830 ,-22.178 ,-3.618 ,14.751 
32.860000000002,,,,-11.593 ,7.171 ,0.913 ,-22.605 ,-1.840 ,15.196 
32.870000000002,,,,-11.359 ,8.505 ,0.967 ,-22.872 ,-0.078 ,15.043 
32.880000000002,,,,-11.219 ,9.873 ,0.725 ,-23.310 ,1.850 ,15.390 
32.890000000002,,,,-11.067 ,11.161 ,0.361 ,-23.817 ,3.491 ,15.745 
32.900000000002,,,,-10.880 ,12.409 ,0.029 ,-24.164 ,4.963 ,15.611 
32.910000000002,,,,-10.578 ,13.643 ,-0.706 ,-24.485 ,6.482 ,15.737 
32.920000000002,,,,-10.148 ,14.654 ,-1.638 ,-24.816 ,7.652 ,15.340 
32.930000000002,,,,-9.560 ,15.505 ,-2.929 ,-25.173 ,9.163 ,14.768 
32.940000000002,,,,-8.947 ,16.123 ,-4.416 ,-25.575 ,10.552 ,14.221 
32.950000000002,,,,-8.349 ,16.653 ,-5.693 ,-25.999 ,11.901 ,13.355 
32.960000000002,,,,-7.787 ,17.043 ,-7.119 ,-26.342 ,13.420 ,12.173 
32.970000000002,,,,-7.157 ,17.299 ,-8.317 ,-26.502 ,14.854 ,11.043 
32.980000000002,,,,-6.596 ,17.411 ,-9.393 ,-26.747 ,16.440 ,9.404 
32.990000000002,,,,-6.119 ,17.495 ,-10.324 ,-27.070 ,17.570 ,8.427 
33.000000000002,,,,-5.755 ,17.551 ,-10.503 ,-27.278 ,18.547 ,7.154 
33.010000000002,,,,-5.403 ,17.566 ,-10.678 ,-27.481 ,18.996 ,6.221 
33.020000000002,,,,-5.058 ,17.494 ,-10.491 ,-27.532 ,18.836 ,5.259 
33.030000000002,,,,-4.696 ,17.416 ,-10.057 ,-27.531 ,18.224 ,4.697 
33.040000000002,,,,-4.449 ,17.302 ,-9.610 ,-27.685 ,16.864 ,4.636 
33.050000000002,,,,-4.240 ,17.184 ,-9.043 ,-27.689 ,14.952 ,4.703 
33.060000000002,,,,-3.994 ,17.034 ,-8.393 ,-27.574 ,12.609 ,5.105 
33.070000000002,,,,-3.681 ,16.902 ,-7.988 ,-27.335 ,10.056 ,5.399 
33.080000000002,,,,-3.408 ,16.816 ,-7.721 ,-26.861 ,7.184 ,6.050 
33.090000000002,,,,-3.175 ,16.712 ,-7.669 ,-26.550 ,4.810 ,6.998 
33.100000000002,,,,-2.962 ,16.585 ,-7.877 ,-26.256 ,2.360 ,7.637 
33.110000000002,,,,-2.726 ,16.516 ,-7.784 ,-25.580 ,0.412 ,8.245 
33.120000000002,,,,-2.552 ,16.452 ,-7.986 ,-24.741 ,-1.246 ,8.591 
33.130000000002,,,,-2.421 ,16.392 ,-8.313 ,-23.945 ,-2.267 ,9.257 
33.140000000002,,,,-2.398 ,16.218 ,-8.415 ,-23.293 ,-2.844 ,9.487 
33.150000000002,,,,-2.456 ,16.069 ,-8.298 ,-22.578 ,-3.272 ,9.528 
33.160000000002,,,,-2.569 ,15.936 ,-8.071 ,-21.512 ,-3.332 ,9.574 
33.170000000002,,,,-2.676 ,15.830 ,-7.428 ,-20.485 ,-3.321 ,9.710 
33.180000000002,,,,-2.784 ,15.668 ,-7.040 ,-19.607 ,-3.347 ,9.619 
33.190000000002,,,,-2.838 ,15.434 ,-6.472 ,-18.679 ,-3.288 ,9.572 
33.200000000002,,,,-2.832 ,15.220 ,-5.734 ,-17.874 ,-3.526 ,9.445 
33.210000000002,,,,-2.684 ,15.050 ,-5.152 ,-16.920 ,-4.021 ,9.663 
33.220000000002,,,,-2.349 ,14.769 ,-4.583 ,-15.846 ,-4.501 ,9.719 
33.230000000002,,,,-1.775 ,14.408 ,-4.565 ,-15.125 ,-5.179 ,9.588 
33.240000000002,,,,-1.080 ,13.967 ,-4.874 ,-14.366 ,-5.590 ,9.400 
33.250000000002,,,,-0.304 ,13.537 ,-5.170 ,-13.579 ,-5.975 ,9.621 
33.260000000002,,,,0.617 ,13.043 ,-5.556 ,-12.960 ,-6.171 ,9.591 
33.270000000002,,,,1.696 ,12.549 ,-6.370 ,-12.018 ,-5.987 ,9.263 
33.280000000002,,,,2.741 ,12.063 ,-7.349 ,-11.244 ,-5.230 ,8.843 
33.2900000000019,,,,3.674 ,11.595 ,-8.224 ,-10.859 ,-4.245 ,8.725 
33.3000000000019,,,,4.498 ,11.133 ,-8.792 ,-10.176 ,-3.066 ,8.657 
33.3100000000019,,,,5.247 ,10.752 ,-9.058 ,-9.472 ,-1.729 ,8.174 
33.3200000000019,,,,5.840 ,10.393 ,-9.117 ,-8.864 ,-0.202 ,8.040 
33.3300000000019,,,,6.241 ,10.108 ,-9.195 ,-8.215 ,0.631 ,7.549 
33.3400000000019,,,,6.423 ,9.731 ,-9.001 ,-7.767 ,1.803 ,7.737 
33.3500000000019,,,,6.497 ,9.434 ,-8.020 ,-7.221 ,2.110 ,7.676 
33.3600000000019,,,,6.420 ,9.206 ,-7.165 ,-6.563 ,1.839 ,7.631 
33.3700000000019,,,,6.239 ,9.007 ,-6.486 ,-5.905 ,1.586 ,7.468 
33.3800000000019,,,,5.970 ,8.823 ,-6.059 ,-5.181 ,0.624 ,7.666 
33.3900000000019,,,,5.677 ,8.588 ,-5.438 ,-4.646 ,-0.390 ,7.858 
33.4000000000019,,,,5.283 ,8.319 ,-4.818 ,-3.989 ,-1.704 ,8.030 
33.4100000000019,,,,4.857 ,8.039 ,-4.549 ,-3.172 ,-2.732 ,7.878 
33.4200000000019,,,,4.501 ,7.647 ,-4.936 ,-2.505 ,-3.833 ,8.033 
33.4300000000019,,,,4.216 ,7.186 ,-5.112 ,-1.687 ,-4.724 ,8.378 
33.4400000000019,,,,3.865 ,6.499 ,-5.289 ,-1.037 ,-5.406 ,8.384 
33.4500000000019,,,,3.528 ,5.726 ,-5.346 ,-0.623 ,-5.798 ,8.349 
33.4600000000019,,,,3.257 ,4.904 ,-5.705 ,0.094 ,-5.855 ,8.693 
33.4700000000019,,,,3.091 ,4.116 ,-5.853 ,0.786 ,-6.301 ,8.817 
33.4800000000019,,,,2.876 ,3.281 ,-5.627 ,1.320 ,-6.370 ,9.013 
33.4900000000019,,,,2.618 ,2.314 ,-5.318 ,1.797 ,-6.472 ,9.174 
33.5000000000019,,,,2.347 ,1.404 ,-4.816 ,2.169 ,-6.444 ,9.297 
33.5100000000019,,,,2.139 ,0.693 ,-4.166 ,2.772 ,-6.754 ,9.605 
33.5200000000019,,,,1.905 ,-0.009 ,-3.542 ,3.402 ,-6.974 ,9.702 
33.5300000000019,,,,1.674 ,-0.745 ,-2.934 ,3.862 ,-6.902 ,9.529 
33.5400000000019,,,,1.482 ,-1.489 ,-2.184 ,4.311 ,-6.750 ,9.665 
33.5500000000019,,,,1.377 ,-2.094 ,-1.725 ,4.599 ,-6.274 ,9.407 
33.5600000000019,,,,1.343 ,-2.596 ,-1.439 ,5.063 ,-5.538 ,9.223 
33.5700000000019,,,,1.442 ,-3.070 ,-1.318 ,5.672 ,-4.658 ,8.766 
33.5800000000019,,,,1.642 ,-3.607 ,-1.189 ,5.874 ,-3.481 ,8.303 
33.5900000000019,,,,1.924 ,-4.102 ,-1.493 ,6.045 ,-2.075 ,7.723 
33.6000000000019,,,,2.256 ,-4.551 ,-1.670 ,6.330 ,-0.813 ,7.342 
33.6100000000019,,,,2.642 ,-4.967 ,-1.880 ,6.518 ,0.413 ,6.484 
33.6200000000019,,,,3.051 ,-5.409 ,-2.109 ,6.845 ,1.179 ,5.623 
33.6300000000019,,,,3.458 ,-5.826 ,-2.239 ,7.070 ,1.860 ,5.197 
33.6400000000019,,,,3.796 ,-6.305 ,-2.348 ,7.062 ,2.261 ,4.298 
33.6500000000019,,,,4.118 ,-6.724 ,-2.280 ,7.195 ,2.654 ,3.374 
33.6600000000019,,,,4.382 ,-7.031 ,-1.892 ,7.466 ,2.798 ,2.281 
33.6700000000019,,,,4.593 ,-7.283 ,-1.600 ,7.700 ,2.965 ,1.542 
33.6800000000019,,,,4.812 ,-7.573 ,-1.314 ,7.782 ,3.366 ,0.688 
33.6900000000019,,,,5.028 ,-7.844 ,-0.903 ,7.869 ,4.186 ,-0.549 
33.7000000000019,,,,5.108 ,-8.072 ,-0.435 ,8.131 ,5.279 ,-1.469 
33.7100000000019,,,,5.182 ,-8.218 ,-0.018 ,8.373 ,6.526 ,-2.524 
33.7200000000019,,,,5.251 ,-8.364 ,0.201 ,8.696 ,7.581 ,-3.033 
