crosswalk_id,feature_id,traceability_id,handoff_id,external_requirement_id,external_research_id,stage5c_requirement_id,validation_rule_id,backlog_id,phase_class,topic,apollo_manual_id,apollo_pdf_page,external_source_document_id,external_source_page,evidence_image_path,stage5a_class,external_result_status,acceptance_status,ready_status,design_freeze_status,historical_or_target,source_edition,conflict_status,return_reason,open_reason,jis_gap_reason,unknown_reason,grok_review_status,notes
XWL-REQ-5C-0090,F4-P2-008,T5A-0117|T5A-0118,H5A-0071,REQ-5C-0090,R5B-PKG005-0008,REQ-5C-0090,VAL-REQ-5C-0090,,Phase1_required,rc_slab:配力筋照査の出力方法,MAN-006,6,DOC-RBS-III,401,stage5b/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0008.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0091,F4-P2-009,T5A-0119|T5A-0120,H5A-0073,REQ-5C-0091,R5B-PKG005-0009,REQ-5C-0091,VAL-REQ-5C-0091,,Phase1_required,haunch:フランジ厚およびハンチ内鉄筋の指定,MAN-006,6,DOC-RBS-III,409,stage5b/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0009.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0092,F4-P2-011,T5A-0122|T5A-0123|T5A-0124,H5A-0077,REQ-5C-0092,R5B-PKG005-0010,REQ-5C-0092,VAL-REQ-5C-0092,,Phase1_required,slab_reinforcement_input:主鉄筋および配力鉄筋の指定,MAN-006,8,DOC-RBS-III,113,stage5b/evidence/DOC-RBS-III_pdfp0113_300dpi-R5B-PKG005-0010.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0093,F4-P2-012,T5A-0125|T5A-0126,H5A-0079,REQ-5C-0093,R5B-PKG005-0011,REQ-5C-0093,VAL-REQ-5C-0093,,Phase1_required,rc_slab:計算書出力,MAN-006,9,DOC-RBS-III,401,stage5b/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0011.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0094,F4-P2-014,T5A-0129|T5A-0130,H5A-0082,REQ-5C-0094,R5B-PKG005-0012,REQ-5C-0094,VAL-REQ-5C-0094,BL-REQ-5C-0094,Phase1_required,slab_result_output:支点補強筋 計算書出力（道路公団形式）,MAN-006,10,DOC-RBS-III,412,stage5b/evidence/DOC-RBS-III_pdfp0412_300dpi-R5B-PKG005-0012.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,BL-REQ-5C-0094: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0095,F4-P2-016,T5A-0134|T5A-0135,H5A-0087,REQ-5C-0095,R5B-PKG005-0013,REQ-5C-0095,VAL-REQ-5C-0095,,unknown,slab_geometry:slab_geometry,MAN-006,NONE,DOC-RBS-III,396,stage5b/evidence/DOC-RBS-III_pdfp0396_300dpi-R5B-PKG005-0013.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0096,F4-P2-017,T5A-0136,H5A-0089,REQ-5C-0096,R5B-PKG005-0014,REQ-5C-0096,VAL-REQ-5C-0096,,unknown,slab_support_condition:slab_support_condition,MAN-006,NONE,DOC-RBS-III,399,stage5b/evidence/DOC-RBS-III_pdfp0399_300dpi-R5B-PKG005-0014.png,STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0097,F4-P2-013,T5A-0127|T5A-0128,H5A-0081,REQ-5C-0097,R5B-PKG006-0001,REQ-5C-0097,VAL-REQ-5C-0097,BL-REQ-5C-0097,Phase1_required,slab_result_output:支点補強筋 計算書出力（国土交通省形式）,MAN-006,10,DOC-R2,54,stage5b/evidence/DOC-R2_pdfp0054_300dpi-R5B-PKG006-0001.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|SOFTWARE_SPECIFIC,PARTIALLY_LOCATED,OPEN_ACCEPTED,OPEN,BLOCKED_OR_HOLD,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和2年9月版（日本道路協会）,NONE,,BL-REQ-5C-0097: CROSS_REFERENCE_NOT_YET_CHECKED,,,REVIEWED,Do not copy APOLLO OCR full text | 変局点という用語の明示記載は未確認。4.3.2-4.3.3で支点部折曲げ鉄筋設計実務
XWL-REQ-5C-0098,F4-P1-051,T5A-0067|T5A-0068,H5A-0029,REQ-5C-0098,R5B-PKG007-0001,REQ-5C-0098,VAL-REQ-5C-0098,,Phase1_required,standard_section:単位重量・物理定数データ,MAN-005,7,DOC-DDB,168,stage5b/evidence/DOC-DDB_pdfp0168_300dpi-R5B-PKG007-0001.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,2021年版（日本橋梁建設協会）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0099,F4-P2-001,T5A-0103|T5A-0104,H5A-0058,REQ-5C-0099,R5B-PKG007-0002,REQ-5C-0099,VAL-REQ-5C-0099,,Phase1_required,slab_thickness:床版厚の指定,MAN-004,4,DOC-DDB,72,stage5b/evidence/DOC-DDB_pdfp0072_300dpi-R5B-PKG007-0002.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,2021年版（日本橋梁建設協会）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0100,F4-P4-006,T5A-0225|T5A-0226,H5A-0179,REQ-5C-0100,R5B-PKG007-0003,REQ-5C-0100,VAL-REQ-5C-0100,,Phase1_required,sway_bracing:対傾構設計,MAN-011,7,DOC-DDB,99,stage5b/evidence/DOC-DDB_pdfp0099_300dpi-R5B-PKG007-0003.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,2021年版（日本橋梁建設協会）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-REQ-5C-0101,F4-P6-019,T5A-0359|T5A-0360,H5A-0266,REQ-5C-0101,R5B-PKG007-0004,REQ-5C-0101,VAL-REQ-5C-0101,,Phase1_required,steel_weight:鋼重計算機能,MAN-021,22,DOC-DDB,28,stage5b/evidence/DOC-DDB_pdfp0028_300dpi-R5B-PKG007-0004.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|SOFTWARE_SPECIFIC,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,2021年版（日本橋梁建設協会）,NONE,,,,,REVIEWED,Do not copy APOLLO OCR full text
XWL-T5A-T5A-0001,F4-P1-001,T5A-0001,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021,10,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0002,F4-P1-002,T5A-0002,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021,10; 4,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0003,F4-P1-003,T5A-0003,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-002,6,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0004,F4-P1-004,T5A-0004,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021,12,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0005,F4-P1-005,T5A-0005,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021,13,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0006,F4-P1-006,T5A-0006,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021,13,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0025,F4-P1-016,T5A-0025,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021,9,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0026,F4-P1-017,T5A-0026,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021,27,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0027,F4-P1-018,T5A-0027,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021; MAN-002,NONE,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0028,F4-P1-019,T5A-0028,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-021; MAN-002,NONE,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0031,F4-P1-021,T5A-0031,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,3,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0032,F4-P1-022,T5A-0032,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,3,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0033,F4-P1-023,T5A-0033,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,4,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0034,F4-P1-024,T5A-0034,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,4-5,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0035,F4-P1-025,T5A-0035,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,5,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0036,F4-P1-026,T5A-0036,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,6,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0037,F4-P1-027,T5A-0037,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,7,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0038,F4-P1-028,T5A-0038,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,8,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0039,F4-P1-029,T5A-0039,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,8,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0040,F4-P1-030,T5A-0040,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,10,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0041,F4-P1-031,T5A-0041,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,10,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0042,F4-P1-032,T5A-0042,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,11,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0043,F4-P1-033,T5A-0043,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,12,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0044,F4-P1-034,T5A-0044,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,13,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0045,F4-P1-035,T5A-0045,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,13,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0046,F4-P1-036,T5A-0046,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,14,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0047,F4-P1-037,T5A-0047,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,15,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0048,F4-P1-038,T5A-0048,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,16,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0049,F4-P1-039,T5A-0049,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_optional,,MAN-003,16,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0050,F4-P1-040,T5A-0050,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,16,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0051,F4-P1-041,T5A-0051,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,17,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0052,F4-P1-042,T5A-0052,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,18,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0053,F4-P1-043,T5A-0053,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,18,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0058,F4-P1-046,T5A-0058,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-003,NONE,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0093,F4-P1-064,T5A-0093,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-005,NONE,,,,SOFTWARE_SPECIFIC,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0094,F4-P1-065,T5A-0094,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-005,10,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0095,F4-P1-066,T5A-0095,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-005,10,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0096,F4-P1-067,T5A-0096,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-005,11,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0099,F4-P1-069,T5A-0099,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-002,NONE,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0100,F4-P1-070,T5A-0100,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,unknown,,MAN-005,NONE,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0101,F4-P1-071,T5A-0101,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,unknown,,MAN-005,NONE,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0102,F4-P1-072,T5A-0102,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,,MAN-005,NONE,,,,PROJECT_DECISION,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0266,F4-P4-034,T5A-0266,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,unknown,,UNKNOWN,NONE,,,,UNKNOWN,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0267,F4-P4-035,T5A-0267,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,unknown,,UNKNOWN,NONE,,,,UNKNOWN,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
XWL-T5A-T5A-0268,F4-P4-036,T5A-0268,UNMATCHED_HANDOFF,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,unknown,,UNKNOWN,NONE,,,,UNKNOWN,,UNMATCHED_APOLLO,,UNKNOWN,,,NONE,,,,,REVIEWED,UNMATCHED_handoff_id_research_result_stage5c_requirement; handoff without package primary req (expected many-to-subset)
