golden_id,domain,field_path,drawing_sheet_number,drawing_locator,source_record_ids,candidate_ids
G-DWG-1075,drawing,drawing.dimension.DWG-DIM-S030-026,30,DWG-S030,DWG-DIM-S030-026,DR-232
G-DWG-1076,drawing,drawing.dimension.DWG-DIM-S030-027,30,DWG-S030,DWG-DIM-S030-027,DR-233
G-DWG-1077,drawing,drawing.dimension.DWG-DIM-S030-028,30,DWG-S030,DWG-DIM-S030-028,DR-234
G-DWG-1078,drawing,drawing.dimension.DWG-DIM-S030-029,30,DWG-S030,DWG-DIM-S030-029,DR-235
G-DWG-1079,drawing,drawing.dimension.DWG-DIM-S030-030,30,DWG-S030,DWG-DIM-S030-030,DR-236
G-DWG-1080,drawing,drawing.dimension.DWG-DIM-S038-031,38,DWG-S038,DWG-DIM-S038-031,DR-237
G-DWG-1081,drawing,drawing.dimension.DWG-DIM-S039-032,39,DWG-S039,DWG-DIM-S039-032,DR-238
G-DWG-1082,drawing,drawing.dimension.DWG-DIM-S039-033,39,DWG-S039,DWG-DIM-S039-033,DR-239
G-DWG-1083,drawing,drawing.dimension.DWG-DIM-S039-034,39,DWG-S039,DWG-DIM-S039-034,DR-240
G-DWG-1084,drawing,drawing.dimension.DWG-DIM-S045-001,45,DWG-S045,DWG-DIM-S045-001,DR-947
G-DWG-1085,drawing,drawing.dimension.DWG-DIM-S045-002,45,DWG-S045,DWG-DIM-S045-002,DR-948
G-DWG-1086,drawing,drawing.dimension.DWG-DIM-S045-003,45,DWG-S045,DWG-DIM-S045-003,DR-949
G-DWG-1087,drawing,drawing.dimension.DWG-DIM-S045-004,45,DWG-S045,DWG-DIM-S045-004,DR-950
G-DWG-1088,drawing,drawing.dimension.DWG-DIM-S045-005,45,DWG-S045,DWG-DIM-S045-005,DR-951
G-DWG-1089,drawing,drawing.dimension.DWG-DIM-S045-006,45,DWG-S045,DWG-DIM-S045-006,DR-952
G-DWG-1090,drawing,drawing.dimension.DWG-DIM-S045-007,45,DWG-S045,DWG-DIM-S045-007,DR-953
G-DWG-1091,drawing,drawing.dimension.DWG-DIM-S045-008,45,DWG-S045,DWG-DIM-S045-008,DR-954
G-DWG-1092,drawing,drawing.dimension.DWG-DIM-S045-009,45,DWG-S045,DWG-DIM-S045-009,DR-955
G-DWG-1093,drawing,drawing.dimension.DWG-DIM-S045-010,45,DWG-S045,DWG-DIM-S045-010,DR-956
G-DWG-1094,drawing,drawing.dimension.DWG-DIM-S045-011,45,DWG-S045,DWG-DIM-S045-011,DR-957
G-DWG-1095,drawing,drawing.dimension.DWG-DIM-S045-012,45,DWG-S045,DWG-DIM-S045-012,DR-958
G-DWG-1096,drawing,drawing.dimension.DWG-DIM-S045-013,45,DWG-S045,DWG-DIM-S045-013,DR-959
G-DWG-1097,drawing,drawing.dimension.DWG-DIM-S045-014,45,DWG-S045,DWG-DIM-S045-014,DR-960
G-DWG-1098,drawing,drawing.dimension.DWG-DIM-S045-015,45,DWG-S045,DWG-DIM-S045-015,DR-961
G-DWG-1099,drawing,drawing.dimension.DWG-DIM-S045-016,45,DWG-S045,DWG-DIM-S045-016,DR-962
G-DWG-1100,drawing,drawing.dimension.DWG-DIM-S045-017,45,DWG-S045,DWG-DIM-S045-017,DR-963
G-DWG-1101,drawing,drawing.dimension.DWG-DIM-S045-018,45,DWG-S045,DWG-DIM-S045-018,DR-964
G-DWG-1102,drawing,drawing.dimension.DWG-DIM-S045-019,45,DWG-S045,DWG-DIM-S045-019,DR-965
G-DWG-1103,drawing,drawing.dimension.DWG-DIM-S045-020,45,DWG-S045,DWG-DIM-S045-020,DR-966
G-DWG-1104,drawing,drawing.dimension.DWG-DIM-S045-021,45,DWG-S045,DWG-DIM-S045-021,DR-967
G-DWG-1105,drawing,drawing.dimension.DWG-DIM-S045-022,45,DWG-S045,DWG-DIM-S045-022,DR-968
G-DWG-1106,drawing,drawing.dimension.DWG-DIM-S046-023,46,DWG-S046,DWG-DIM-S046-023,DR-969
G-DWG-1107,drawing,drawing.dimension.DWG-DIM-S046-024,46,DWG-S046,DWG-DIM-S046-024,DR-970
G-DWG-1108,drawing,drawing.dimension.DWG-DIM-S046-025,46,DWG-S046,DWG-DIM-S046-025,DR-971
G-DWG-1109,drawing,drawing.dimension.DWG-DIM-S046-026,46,DWG-S046,DWG-DIM-S046-026,DR-972
G-DWG-1110,drawing,drawing.dimension.DWG-DIM-S046-027,46,DWG-S046,DWG-DIM-S046-027,DR-973
G-DWG-1111,drawing,drawing.dimension.DWG-DIM-S046-028,46,DWG-S046,DWG-DIM-S046-028,DR-974
G-DWG-1112,drawing,drawing.dimension.DWG-DIM-S046-029,46,DWG-S046,DWG-DIM-S046-029,DR-975
G-DWG-1113,drawing,drawing.dimension.DWG-DIM-S047-030,47,DWG-S047,DWG-DIM-S047-030,DR-976
G-DWG-1114,drawing,drawing.dimension.DWG-DIM-S047-031,47,DWG-S047,DWG-DIM-S047-031,DR-977
G-DWG-1115,drawing,drawing.dimension.DWG-DIM-S047-032,47,DWG-S047,DWG-DIM-S047-032,DR-978
G-DWG-1116,drawing,drawing.dimension.DWG-DIM-S047-033,47,DWG-S047,DWG-DIM-S047-033,DR-979
G-DWG-1117,drawing,drawing.dimension.DWG-DIM-S047-034,47,DWG-S047,DWG-DIM-S047-034,DR-980
G-DWG-1118,drawing,drawing.dimension.DWG-DIM-S047-035,47,DWG-S047,DWG-DIM-S047-035,DR-981
G-DWG-1119,drawing,drawing.dimension.DWG-DIM-S047-036,47,DWG-S047,DWG-DIM-S047-036,DR-982
G-DWG-1120,drawing,drawing.dimension.DWG-DIM-S048-037,48,DWG-S048,DWG-DIM-S048-037,DR-983
G-DWG-1121,drawing,drawing.dimension.DWG-DIM-S049-038,49,DWG-S049,DWG-DIM-S049-038,DR-984
G-DWG-1122,drawing,drawing.dimension.DWG-DIM-S049-039,49,DWG-S049,DWG-DIM-S049-039,DR-985
G-DWG-1123,drawing,drawing.dimension.DWG-DIM-S049-040,49,DWG-S049,DWG-DIM-S049-040,DR-986
G-DWG-1124,drawing,drawing.dimension.DWG-DIM-S049-041,49,DWG-S049,DWG-DIM-S049-041,DR-987
G-DWG-1125,drawing,drawing.dimension.DWG-DIM-S049-042,49,DWG-S049,DWG-DIM-S049-042,DR-988
G-DWG-1126,drawing,drawing.dimension.DWG-DIM-S049-043,49,DWG-S049,DWG-DIM-S049-043,DR-989
G-DWG-1127,drawing,drawing.dimension.DWG-DIM-S050-044,50,DWG-S050,DWG-DIM-S050-044,DR-990
G-DWG-1128,drawing,drawing.dimension.DWG-DIM-S051-045,51,DWG-S051,DWG-DIM-S051-045,DR-991
G-DWG-1129,drawing,drawing.dimension.DWG-DIM-S052-046,52,DWG-S052,DWG-DIM-S052-046,DR-992
G-DWG-1130,drawing,drawing.dimension.DWG-DIM-S053-047,53,DWG-S053,DWG-DIM-S053-047,DR-993
G-DWG-1131,drawing,drawing.dimension.DWG-DIM-S054-048,54,DWG-S054,DWG-DIM-S054-048,DR-994
G-DWG-1132,drawing,drawing.dimension.DWG-DIM-S055-049,55,DWG-S055,DWG-DIM-S055-049,DR-995
G-DWG-1133,drawing,drawing.dimension.DWG-DIM-S056-050,56,DWG-S056,DWG-DIM-S056-050,DR-996
G-DWG-1134,drawing,drawing.dimension.DWG-DIM-S057-051,57,DWG-S057,DWG-DIM-S057-051,DR-997
G-DWG-1135,drawing,drawing.dimension.DWG-DIM-S058-052,58,DWG-S058,DWG-DIM-S058-052,DR-998
G-DWG-1136,drawing,drawing.dimension.DWG-DIM-S058-053,58,DWG-S058,DWG-DIM-S058-053,DR-999
G-DWG-1137,drawing,drawing.dimension.DWG-DIM-S058-054,58,DWG-S058,DWG-DIM-S058-054,DR-1000
G-DWG-1138,drawing,drawing.dimension.DWG-DIM-S061-055,61,DWG-S061,DWG-DIM-S061-055,DR-1001
G-DWG-1139,drawing,drawing.dimension.DWG-DIM-S061-056,61,DWG-S061,DWG-DIM-S061-056,DR-1002
G-DWG-1140,drawing,drawing.dimension.DWG-DIM-S061-057,61,DWG-S061,DWG-DIM-S061-057,DR-1003
G-DWG-1141,drawing,drawing.dimension.DWG-DIM-S061-058,61,DWG-S061,DWG-DIM-S061-058,DR-1004
G-DWG-1142,drawing,drawing.dimension.DWG-DIM-S061-059,61,DWG-S061,DWG-DIM-S061-059,DR-1005
G-DWG-1143,drawing,drawing.dimension.DWG-DIM-S061-060,61,DWG-S061,DWG-DIM-S061-060,DR-1006
G-DWG-1144,drawing,drawing.dimension.DWG-DIM-S061-061,61,DWG-S061,DWG-DIM-S061-061,DR-1007
G-DWG-1145,drawing,drawing.dimension.DWG-DIM-S062-062,62,DWG-S062,DWG-DIM-S062-062,DR-1008
G-DWG-1146,drawing,drawing.dimension.DWG-DIM-S062-063,62,DWG-S062,DWG-DIM-S062-063,DR-1009
G-DWG-1147,drawing,drawing.dimension.DWG-DIM-S062-064,62,DWG-S062,DWG-DIM-S062-064,DR-1010
G-DWG-1148,drawing,drawing.dimension.DWG-DIM-S062-065,62,DWG-S062,DWG-DIM-S062-065,DR-1011
G-DWG-1149,drawing,drawing.dimension.DWG-DIM-S068-066,68,DWG-S068,DWG-DIM-S068-066,DR-1012
G-DWG-1150,drawing,drawing.dimension.DWG-DIM-S068-067,68,DWG-S068,DWG-DIM-S068-067,DR-1013
G-DWG-1151,drawing,drawing.dimension.DWG-DIM-S068-068,68,DWG-S068,DWG-DIM-S068-068,DR-1014
G-DWG-1152,drawing,drawing.dimension.DWG-DIM-S068-069,68,DWG-S068,DWG-DIM-S068-069,DR-1015
G-DWG-1153,drawing,drawing.dimension.DWG-DIM-S068-070,68,DWG-S068,DWG-DIM-S068-070,DR-1016
G-DWG-1154,drawing,drawing.dimension.DWG-DIM-S072-071,72,DWG-S072,DWG-DIM-S072-071,DR-1017
G-DWG-1155,drawing,drawing.dimension.DWG-DIM-S072-072,72,DWG-S072,DWG-DIM-S072-072,DR-1018
G-DWG-1156,drawing,drawing.dimension.DWG-DIM-S072-073,72,DWG-S072,DWG-DIM-S072-073,DR-1019
G-DWG-1157,drawing,drawing.dimension.DWG-DIM-S072-074,72,DWG-S072,DWG-DIM-S072-074,DR-1020
G-DWG-1158,drawing,drawing.dimension.DWG-DIM-S073-075,73,DWG-S073,DWG-DIM-S073-075,DR-1021
G-DWG-1159,drawing,drawing.dimension.DWG-DIM-S080-076,80,DWG-S080,DWG-DIM-S080-076,DR-1022
G-DWG-1160,drawing,drawing.dimension.DWG-DIM-S080-077,80,DWG-S080,DWG-DIM-S080-077,DR-1023
G-DWG-1161,drawing,drawing.dimension.DWG-DIM-S080-078,80,DWG-S080,DWG-DIM-S080-078,DR-1024
G-DWG-1162,drawing,drawing.dimension.DWG-DIM-S082-079,82,DWG-S082,DWG-DIM-S082-079,DR-1025
G-DWG-1163,drawing,drawing.dimension.DWG-DIM-S082-080,82,DWG-S082,DWG-DIM-S082-080,DR-1026
G-DWG-1164,drawing,drawing.dimension.DWG-DIM-S084-081,84,DWG-S084,DWG-DIM-S084-081,DR-1027
G-DWG-1165,drawing,drawing.dimension.DWG-DIM-S085-082,85,DWG-S085,DWG-DIM-S085-082,DR-1028
G-DWG-1166,drawing,drawing.dimension.DWG-DIM-S085-083,85,DWG-S085,DWG-DIM-S085-083,DR-1029
G-DWG-1167,drawing,drawing.dimension.DWG-DIM-S085-084,85,DWG-S085,DWG-DIM-S085-084,DR-1030
G-DWG-1168,drawing,drawing.dimension.DWG-DIM-S085-085,85,DWG-S085,DWG-DIM-S085-085,DR-1031
G-DWG-1169,drawing,drawing.dimension.DWG-DIM-S085-086,85,DWG-S085,DWG-DIM-S085-086,DR-1032
G-DWG-1170,drawing,drawing.dimension.DWG-DIM-S085-087,85,DWG-S085,DWG-DIM-S085-087,DR-1033
G-DWG-1171,drawing,drawing.dimension.DWG-DIM-S085-088,85,DWG-S085,DWG-DIM-S085-088,DR-1034
G-DWG-1172,drawing,drawing.dimension.DWG-DIM-S085-089,85,DWG-S085,DWG-DIM-S085-089,DR-1035
G-DWG-1173,drawing,drawing.dimension.DWG-DIM-S086-090,86,DWG-S086,DWG-DIM-S086-090,DR-1036
G-DWG-1174,drawing,drawing.dimension.DWG-DIM-S086-091,86,DWG-S086,DWG-DIM-S086-091,DR-1037
G-DWG-1175,drawing,drawing.dimension.DWG-DIM-S086-092,86,DWG-S086,DWG-DIM-S086-092,DR-1038
G-DWG-1176,drawing,drawing.dimension.DWG-DIM-S086-093,86,DWG-S086,DWG-DIM-S086-093,DR-1039
G-DWG-1177,drawing,drawing.dimension.DWG-DIM-S086-094,86,DWG-S086,DWG-DIM-S086-094,DR-1040
G-DWG-1178,drawing,drawing.dimension.DWG-DIM-S086-095,86,DWG-S086,DWG-DIM-S086-095,DR-1041
G-DWG-1179,drawing,drawing.dimension.DWG-DIM-S087-096,87,DWG-S087,DWG-DIM-S087-096,DR-1042
G-DWG-1180,drawing,drawing.dimension.DWG-DIM-S087-097,87,DWG-S087,DWG-DIM-S087-097,DR-1043
G-DWG-1181,drawing,drawing.dimension.DWG-DIM-S087-098,87,DWG-S087,DWG-DIM-S087-098,DR-1044
G-DWG-1182,drawing,drawing.dimension.DWG-DIM-S087-099,87,DWG-S087,DWG-DIM-S087-099,DR-1045
G-DWG-1183,drawing,drawing.dimension.DWG-DIM-S087-100,87,DWG-S087,DWG-DIM-S087-100,DR-1046
G-DWG-1184,drawing,drawing.dimension.DWG-DIM-S088-101,88,DWG-S088,DWG-DIM-S088-101,DR-1047
G-DWG-1185,drawing,drawing.dimension.DWG-DIM-S088-102,88,DWG-S088,DWG-DIM-S088-102,DR-1048
G-DWG-1186,drawing,drawing.dimension.DWG-DIM-S088-103,88,DWG-S088,DWG-DIM-S088-103,DR-1049
G-DWG-1187,drawing,drawing.dimension.DWG-DIM-S088-104,88,DWG-S088,DWG-DIM-S088-104,DR-1050
G-DWG-1188,drawing,drawing.dimension.DWG-DIM-S088-105,88,DWG-S088,DWG-DIM-S088-105,DR-1051
G-DWG-1189,drawing,drawing.dimension.DWG-DIM-S088-106,88,DWG-S088,DWG-DIM-S088-106,DR-1052
G-DWG-1190,drawing,drawing.dimension.DWG-DIM-S089-001,89,DWG-S089,DWG-DIM-S089-001,DR-1594
G-DWG-1191,drawing,drawing.dimension.DWG-DIM-S089-002,89,DWG-S089,DWG-DIM-S089-002,DR-1595
G-DWG-1192,drawing,drawing.dimension.DWG-DIM-S089-003,89,DWG-S089,DWG-DIM-S089-003,DR-1596
G-DWG-1193,drawing,drawing.dimension.DWG-DIM-S089-004,89,DWG-S089,DWG-DIM-S089-004,DR-1597
G-DWG-1194,drawing,drawing.dimension.DWG-DIM-S089-005,89,DWG-S089,DWG-DIM-S089-005,DR-1598
G-DWG-1195,drawing,drawing.dimension.DWG-DIM-S089-006,89,DWG-S089,DWG-DIM-S089-006,DR-1599
G-DWG-1196,drawing,drawing.dimension.DWG-DIM-S089-007,89,DWG-S089,DWG-DIM-S089-007,DR-1600
G-DWG-1197,drawing,drawing.dimension.DWG-DIM-S089-008,89,DWG-S089,DWG-DIM-S089-008,DR-1601
G-DWG-1198,drawing,drawing.dimension.DWG-DIM-S089-009,89,DWG-S089,DWG-DIM-S089-009,DR-1602
G-DWG-1199,drawing,drawing.dimension.DWG-DIM-S089-010,89,DWG-S089,DWG-DIM-S089-010,DR-1603
G-DWG-1200,drawing,drawing.dimension.DWG-DIM-S089-011,89,DWG-S089,DWG-DIM-S089-011,DR-1604
G-DWG-1201,drawing,drawing.dimension.DWG-DIM-S090-001,90,DWG-S090,DWG-DIM-S090-001,DR-1605
G-DWG-1202,drawing,drawing.dimension.DWG-DIM-S090-002,90,DWG-S090,DWG-DIM-S090-002,DR-1606
G-DWG-1203,drawing,drawing.dimension.DWG-DIM-S090-003,90,DWG-S090,DWG-DIM-S090-003,DR-1607
G-DWG-1204,drawing,drawing.dimension.DWG-DIM-S092-001,92,DWG-S092,DWG-DIM-S092-001,DR-1608
G-DWG-1205,drawing,drawing.dimension.DWG-DIM-S092-002,92,DWG-S092,DWG-DIM-S092-002,DR-1609
G-DWG-1206,drawing,drawing.dimension.DWG-DIM-S092-003,92,DWG-S092,DWG-DIM-S092-003,DR-1610
G-DWG-1207,drawing,drawing.dimension.DWG-DIM-S092-004,92,DWG-S092,DWG-DIM-S092-004,DR-1611
G-DWG-1208,drawing,drawing.dimension.DWG-DIM-S102-001,102,DWG-S102,DWG-DIM-S102-001,DR-1612
G-DWG-1209,drawing,drawing.dimension.DWG-DIM-S102-002,102,DWG-S102,DWG-DIM-S102-002,DR-1613
G-DWG-1210,drawing,drawing.dimension.DWG-DIM-S102-003,102,DWG-S102,DWG-DIM-S102-003,DR-1614
G-DWG-1211,drawing,drawing.dimension.DWG-DIM-S102-004,102,DWG-S102,DWG-DIM-S102-004,DR-1615
G-DWG-1212,drawing,drawing.dimension.DWG-DIM-S102-005,102,DWG-S102,DWG-DIM-S102-005,DR-1616
G-DWG-1213,drawing,drawing.dimension.DWG-DIM-S102-006,102,DWG-S102,DWG-DIM-S102-006,DR-1617
G-DWG-1214,drawing,drawing.dimension.DWG-DIM-S102-007,102,DWG-S102,DWG-DIM-S102-007,DR-1618
G-DWG-1215,drawing,drawing.dimension.DWG-DIM-S102-008,102,DWG-S102,DWG-DIM-S102-008,DR-1619
G-DWG-1216,drawing,drawing.dimension.DWG-DIM-S102-009,102,DWG-S102,DWG-DIM-S102-009,DR-1620
G-DWG-1217,drawing,drawing.dimension.DWG-DIM-S102-010,102,DWG-S102,DWG-DIM-S102-010,DR-1621
G-DWG-1218,drawing,drawing.dimension.DWG-DIM-S093-001,93,DWG-S093,DWG-DIM-S093-001,DR-1622
G-DWG-1219,drawing,drawing.dimension.DWG-DIM-S093-002,93,DWG-S093,DWG-DIM-S093-002,DR-1623
G-DWG-1220,drawing,drawing.dimension.DWG-DIM-S094-001,94,DWG-S094,DWG-DIM-S094-001,DR-1624
G-DWG-1221,drawing,drawing.dimension.DWG-DIM-S094-002,94,DWG-S094,DWG-DIM-S094-002,DR-1625
G-DWG-1222,drawing,drawing.dimension.S141-D01,141,DWG-S141,S141-D01,DR-1978
G-DWG-1223,drawing,drawing.dimension.S141-D02,141,DWG-S141,S141-D02,DR-1979
G-DWG-1224,drawing,drawing.dimension.S141-D03,141,DWG-S141,S141-D03,DR-1980
G-DWG-1225,drawing,drawing.dimension.S141-D04,141,DWG-S141,S141-D04,DR-1981
G-DWG-1226,drawing,drawing.dimension.S141-D05,141,DWG-S141,S141-D05,DR-1982
G-DWG-1227,drawing,drawing.dimension.S141-D06,141,DWG-S141,S141-D06,DR-1983
G-DWG-1228,drawing,drawing.dimension.S141-D07,141,DWG-S141,S141-D07,DR-1984
G-DWG-1229,drawing,drawing.dimension.S141-D08,141,DWG-S141,S141-D08,DR-1985
G-DWG-1230,drawing,drawing.dimension.S141-D09,141,DWG-S141,S141-D09,DR-1986
G-DWG-1231,drawing,drawing.dimension.S141-D10,141,DWG-S141,S141-D10,DR-1987
G-DWG-1232,drawing,drawing.dimension.S141-D11,141,DWG-S141,S141-D11,DR-1988
G-DWG-1233,drawing,drawing.annotation.DWG-ANO-S001-001,1,DWG-S001,DWG-ANO-S001-001,DR-241
G-DWG-1234,drawing,drawing.annotation.DWG-ANO-S002-001,2,DWG-S002,DWG-ANO-S002-001,DR-242
G-DWG-1235,drawing,drawing.annotation.DWG-ANO-S003-001,3,DWG-S003,DWG-ANO-S003-001,DR-243
G-DWG-1236,drawing,drawing.annotation.DWG-ANO-S004-001,4,DWG-S004,DWG-ANO-S004-001,DR-244
G-DWG-1237,drawing,drawing.annotation.DWG-ANO-S008-001,8,DWG-S008,DWG-ANO-S008-001,DR-245
G-DWG-1238,drawing,drawing.annotation.DWG-ANO-S009-001,9,DWG-S009,DWG-ANO-S009-001,DR-246
G-DWG-1239,drawing,drawing.annotation.DWG-ANO-S010-001,10,DWG-S010,DWG-ANO-S010-001,DR-247
G-DWG-1240,drawing,drawing.annotation.DWG-ANO-S011-001,11,DWG-S011,DWG-ANO-S011-001,DR-248
G-DWG-1241,drawing,drawing.annotation.DWG-ANO-S012-001,12,DWG-S012,DWG-ANO-S012-001,DR-249
G-DWG-1242,drawing,drawing.annotation.DWG-ANO-S017-001,17,DWG-S017,DWG-ANO-S017-001,DR-250
G-DWG-1243,drawing,drawing.annotation.DWG-ANO-S018-001,18,DWG-S018,DWG-ANO-S018-001,DR-251
G-DWG-1244,drawing,drawing.annotation.DWG-ANO-S019-001,19,DWG-S019,DWG-ANO-S019-001,DR-252
G-DWG-1245,drawing,drawing.annotation.DWG-ANO-S020-001,20,DWG-S020,DWG-ANO-S020-001,DR-253
G-DWG-1246,drawing,drawing.annotation.DWG-ANO-S021-001,21,DWG-S021,DWG-ANO-S021-001,DR-254
G-DWG-1247,drawing,drawing.annotation.DWG-ANO-S022-001,22,DWG-S022,DWG-ANO-S022-001,DR-255
G-DWG-1248,drawing,drawing.annotation.DWG-ANO-S023-001,23,DWG-S023,DWG-ANO-S023-001,DR-256
G-DWG-1249,drawing,drawing.annotation.DWG-ANO-S024-001,24,DWG-S024,DWG-ANO-S024-001,DR-257
G-DWG-1250,drawing,drawing.annotation.DWG-ANO-S025-001,25,DWG-S025,DWG-ANO-S025-001,DR-258
G-DWG-1251,drawing,drawing.annotation.DWG-ANO-S026-001,26,DWG-S026,DWG-ANO-S026-001,DR-259
G-DWG-1252,drawing,drawing.annotation.DWG-ANO-S027-001,27,DWG-S027,DWG-ANO-S027-001,DR-260
G-DWG-1253,drawing,drawing.annotation.DWG-ANO-S028-001,28,DWG-S028,DWG-ANO-S028-001,DR-261
G-DWG-1254,drawing,drawing.annotation.DWG-ANO-S029-001,29,DWG-S029,DWG-ANO-S029-001,DR-262
G-DWG-1255,drawing,drawing.annotation.DWG-ANO-S030-001,30,DWG-S030,DWG-ANO-S030-001,DR-263
G-DWG-1256,drawing,drawing.annotation.DWG-ANO-S031-001,31,DWG-S031,DWG-ANO-S031-001,DR-264
G-DWG-1257,drawing,drawing.annotation.DWG-ANO-S032-001,32,DWG-S032,DWG-ANO-S032-001,DR-265
G-DWG-1258,drawing,drawing.annotation.DWG-ANO-S033-001,33,DWG-S033,DWG-ANO-S033-001,DR-266
G-DWG-1259,drawing,drawing.annotation.DWG-ANO-S034-001,34,DWG-S034,DWG-ANO-S034-001,DR-267
G-DWG-1260,drawing,drawing.annotation.DWG-ANO-S035-001,35,DWG-S035,DWG-ANO-S035-001,DR-268
G-DWG-1261,drawing,drawing.annotation.DWG-ANO-S036-001,36,DWG-S036,DWG-ANO-S036-001,DR-269
G-DWG-1262,drawing,drawing.annotation.DWG-ANO-S037-001,37,DWG-S037,DWG-ANO-S037-001,DR-270
G-DWG-1263,drawing,drawing.annotation.DWG-ANO-S038-001,38,DWG-S038,DWG-ANO-S038-001,DR-271
G-DWG-1264,drawing,drawing.annotation.DWG-ANO-S039-001,39,DWG-S039,DWG-ANO-S039-001,DR-272
G-DWG-1265,drawing,drawing.annotation.DWG-ANO-S040-001,40,DWG-S040,DWG-ANO-S040-001,DR-273
G-DWG-1266,drawing,drawing.annotation.DWG-ANO-S041-001,41,DWG-S041,DWG-ANO-S041-001,DR-274
G-DWG-1267,drawing,drawing.annotation.DWG-ANO-S042-001,42,DWG-S042,DWG-ANO-S042-001,DR-275
G-DWG-1268,drawing,drawing.annotation.DWG-ANO-S043-001,43,DWG-S043,DWG-ANO-S043-001,DR-276
G-DWG-1269,drawing,drawing.annotation.DWG-ANO-S044-001,44,DWG-S044,DWG-ANO-S044-001,DR-277
G-DWG-1270,drawing,drawing.annotation.DWG-ANO-S001-002,1,DWG-S001,DWG-ANO-S001-002,DR-278
G-DWG-1271,drawing,drawing.annotation.DWG-ANO-S005-001,5,DWG-S005,DWG-ANO-S005-001,DR-279
G-DWG-1272,drawing,drawing.annotation.DWG-ANO-S006-001,6,DWG-S006,DWG-ANO-S006-001,DR-280
G-DWG-1273,drawing,drawing.annotation.DWG-ANO-S007-001,7,DWG-S007,DWG-ANO-S007-001,DR-281
G-DWG-1274,drawing,drawing.annotation.DWG-ANO-S008-002,8,DWG-S008,DWG-ANO-S008-002,DR-282
G-DWG-1275,drawing,drawing.annotation.DWG-ANO-S009-002,9,DWG-S009,DWG-ANO-S009-002,DR-283
G-DWG-1276,drawing,drawing.annotation.DWG-ANO-S012-002,12,DWG-S012,DWG-ANO-S012-002,DR-284
G-DWG-1277,drawing,drawing.annotation.DWG-ANO-S012-003,12,DWG-S012,DWG-ANO-S012-003,DR-285
G-DWG-1278,drawing,drawing.annotation.DWG-ANO-S017-002,17,DWG-S017,DWG-ANO-S017-002,DR-286
G-DWG-1279,drawing,drawing.annotation.DWG-ANO-S019-002,19,DWG-S019,DWG-ANO-S019-002,DR-287
G-DWG-1280,drawing,drawing.annotation.DWG-ANO-S020-002,20,DWG-S020,DWG-ANO-S020-002,DR-288
G-DWG-1281,drawing,drawing.annotation.DWG-ANO-S023-002,23,DWG-S023,DWG-ANO-S023-002,DR-289
G-DWG-1282,drawing,drawing.annotation.DWG-ANO-S026-002,26,DWG-S026,DWG-ANO-S026-002,DR-290
G-DWG-1283,drawing,drawing.annotation.DWG-ANO-S044-002,44,DWG-S044,DWG-ANO-S044-002,DR-291
G-DWG-1284,drawing,drawing.annotation.DWG-ANO-S001-003,1,DWG-S001,DWG-ANO-S001-003,DR-292
G-DWG-1285,drawing,drawing.annotation.DWG-ANO-S002-002,2,DWG-S002,DWG-ANO-S002-002,DR-293
G-DWG-1286,drawing,drawing.annotation.DWG-ANO-S003-002,3,DWG-S003,DWG-ANO-S003-002,DR-294
G-DWG-1287,drawing,drawing.annotation.DWG-ANO-S004-002,4,DWG-S004,DWG-ANO-S004-002,DR-295
G-DWG-1288,drawing,drawing.annotation.DWG-ANO-S005-002,5,DWG-S005,DWG-ANO-S005-002,DR-296
G-DWG-1289,drawing,drawing.annotation.DWG-ANO-S006-002,6,DWG-S006,DWG-ANO-S006-002,DR-297
G-DWG-1290,drawing,drawing.annotation.DWG-ANO-S007-002,7,DWG-S007,DWG-ANO-S007-002,DR-298
G-DWG-1291,drawing,drawing.annotation.DWG-ANO-S008-003,8,DWG-S008,DWG-ANO-S008-003,DR-299
G-DWG-1292,drawing,drawing.annotation.DWG-ANO-S009-003,9,DWG-S009,DWG-ANO-S009-003,DR-300
G-DWG-1293,drawing,drawing.annotation.DWG-ANO-S010-002,10,DWG-S010,DWG-ANO-S010-002,DR-301
G-DWG-1294,drawing,drawing.annotation.DWG-ANO-S011-002,11,DWG-S011,DWG-ANO-S011-002,DR-302
G-DWG-1295,drawing,drawing.annotation.DWG-ANO-S012-004,12,DWG-S012,DWG-ANO-S012-004,DR-303
G-DWG-1296,drawing,drawing.annotation.DWG-ANO-S013-001,13,DWG-S013,DWG-ANO-S013-001,DR-304
G-DWG-1297,drawing,drawing.annotation.DWG-ANO-S014-001,14,DWG-S014,DWG-ANO-S014-001,DR-305
G-DWG-1298,drawing,drawing.annotation.DWG-ANO-S015-001,15,DWG-S015,DWG-ANO-S015-001,DR-306
G-DWG-1299,drawing,drawing.annotation.DWG-ANO-S016-001,16,DWG-S016,DWG-ANO-S016-001,DR-307
G-DWG-1300,drawing,drawing.annotation.DWG-ANO-S017-003,17,DWG-S017,DWG-ANO-S017-003,DR-308
G-DWG-1301,drawing,drawing.annotation.DWG-ANO-S018-002,18,DWG-S018,DWG-ANO-S018-002,DR-309
G-DWG-1302,drawing,drawing.annotation.DWG-ANO-S019-003,19,DWG-S019,DWG-ANO-S019-003,DR-310
G-DWG-1303,drawing,drawing.annotation.DWG-ANO-S020-003,20,DWG-S020,DWG-ANO-S020-003,DR-311
