audit_id,file,row_identifier,issue_type,issue_value,repaired_value,shift_delta,rationale
P2IIB-REP-1478,calculation/chapter_05/formulas.csv,CH5-FORM-017,column_shift,"[""CH5-FORM-017"", ""2138"", ""2133"", ""CH5"", ""CAL-SEC-5.1.3"", ""照査基本式"", "" ΣSi(γpi*γqi*Pi) ≦ ξ1*ξ2*ΦR(fc"", ""Δc)"", ""γpi:荷重係数 γqi:組合せ係数 ξ1:調査解析係数 ξ2:部材構造係数 ΦR:抵抗係数"", ""verification_formula"", ""chapter_05/formulas.csv"", ""HIGH"", ""UNVERIFIED""]","[""CH5-FORM-017"", ""2138"", ""2133"", ""CH5"", ""CAL-SEC-5.1.3"", ""照査基本式"", "" ΣSi(γpi*γqi*Pi) ≦ ξ1*ξ2*ΦR(fc,Δc)"", ""γpi:荷重係数 γqi:組合せ係数 ξ1:調査解析係数 ξ2:部材構造係数 ΦR:抵抗係数"", ""verification_formula"", ""chapter_05/formulas.csv"", ""HIGH"", ""UNVERIFIED""]",1,"formula row re-aligned: expression=' ΣSi(γpi*γqi*Pi) ≦ ξ1*ξ2*ΦR(fc,Δc)', variable_symbols='γpi:荷重係数 γqi:組合せ係数 ξ1:調査解析係数 ξ2:部材構造係数 ΦR:抵抗係数'"
P2IIB-REP-1479,calculation/chapter_05/formulas.csv,CH5-FORM-001,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1480,calculation/chapter_05/formulas.csv,CH5-FORM-002,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1481,calculation/chapter_05/formulas.csv,CH5-FORM-003,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1482,calculation/chapter_05/formulas.csv,CH5-FORM-004,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1483,calculation/chapter_05/formulas.csv,CH5-FORM-005,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1484,calculation/chapter_05/formulas.csv,CH5-FORM-006,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1485,calculation/chapter_05/formulas.csv,CH5-FORM-007,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1486,calculation/chapter_05/formulas.csv,CH5-FORM-008,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2033,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2033 per locator contract
P2IIB-REP-1487,calculation/chapter_05/formulas.csv,CH5-FORM-009,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2035,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2035 per locator contract
P2IIB-REP-1488,calculation/chapter_05/formulas.csv,CH5-FORM-010,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2037,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2037 per locator contract
P2IIB-REP-1489,calculation/chapter_05/formulas.csv,CH5-FORM-011,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2040,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2040 per locator contract
P2IIB-REP-1490,calculation/chapter_05/formulas.csv,CH5-FORM-012,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2040,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2040 per locator contract
P2IIB-REP-1491,calculation/chapter_05/formulas.csv,CH5-FORM-013,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2041,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2041 per locator contract
P2IIB-REP-1492,calculation/chapter_05/formulas.csv,CH5-FORM-014,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2042,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2042 per locator contract
P2IIB-REP-1493,calculation/chapter_05/formulas.csv,CH5-FORM-015,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2042,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2042 per locator contract
P2IIB-REP-1494,calculation/chapter_05/formulas.csv,CH5-FORM-016,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2042,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2042 per locator contract
P2IIB-REP-1495,calculation/chapter_05/formulas.csv,CH5-FORM-017,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1496,calculation/chapter_05/formulas.csv,CH5-FORM-018,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1497,calculation/chapter_05/formulas.csv,CH5-FORM-019,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1498,calculation/chapter_05/formulas.csv,CH5-FORM-020,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1499,calculation/chapter_05/formulas.csv,CH5-FORM-021,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2199,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2199 per locator contract
P2IIB-REP-1500,calculation/chapter_05/formulas.csv,CH5-FORM-022,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2199,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2199 per locator contract
P2IIB-REP-1501,calculation/chapter_05/formulas.csv,CH5-FORM-023,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2199,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2199 per locator contract
P2IIB-REP-1502,calculation/chapter_05/formulas.csv,CH5-FORM-024,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2200,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2200 per locator contract
P2IIB-REP-1503,calculation/chapter_05/formulas.csv,CH5-FORM-025,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2207,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2207 per locator contract
P2IIB-REP-1504,calculation/chapter_05/formulas.csv,CH5-FORM-026,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2207,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2207 per locator contract
P2IIB-REP-1505,calculation/chapter_05/formulas.csv,CH5-FORM-027,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2222,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2222 per locator contract
P2IIB-REP-1506,calculation/chapter_05/formulas.csv,CH5-FORM-028,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2222,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2222 per locator contract
P2IIB-REP-1507,calculation/chapter_05/formulas.csv,CH5-FORM-029,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2222,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2222 per locator contract
P2IIB-REP-1508,calculation/chapter_05/formulas.csv,CH5-FORM-030,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2224,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2224 per locator contract
P2IIB-REP-1509,calculation/chapter_05/formulas.csv,CH5-FORM-031,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2224,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2224 per locator contract
P2IIB-REP-1510,calculation/chapter_05/formulas.csv,CH5-FORM-032,source_locator_derivation,chapter_05/formulas.csv,calc_pdf_p2225,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2225 per locator contract
P2IIB-REP-1511,calculation/chapter_05/notes.csv,CH5-NOTE-009,column_shift,"[""CH5-NOTE-009"", ""2138"", ""2133"", ""CH5"", ""CAL-SEC-5.1.3"", ""design_note"", ""ΔLe1"", ""ΔLe2:動的解析値"", ""seismic_displacement_note"", ""chapter_05/notes.csv"", ""HIGH""]","[""CH5-NOTE-009"", ""2138"", ""2133"", ""CH5"", ""CAL-SEC-5.1.3"", ""design_note"", ""ΔLe1,ΔLe2:動的解析値"", ""seismic_displacement_note"", ""chapter_05/notes.csv"", ""HIGH""]",1,"notes re-aligned: note_summary='ΔLe1,ΔLe2:動的解析値'"
P2IIB-REP-1512,calculation/chapter_05/notes.csv,CH5-NOTE-021,column_shift,"[""CH5-NOTE-021"", ""2225"", ""2220"", ""CH5"", ""CAL-SEC-5.4.2"", ""design_note"", ""孔あき鋼板ジベル計算式は「複合構造標準示方書」(2014年"", ""土木学会)による。"", ""perforated_plate_note"", ""chapter_05/notes.csv"", ""HIGH""]","[""CH5-NOTE-021"", ""2225"", ""2220"", ""CH5"", ""CAL-SEC-5.4.2"", ""design_note"", ""孔あき鋼板ジベル計算式は「複合構造標準示方書」(2014年,土木学会)による。"", ""perforated_plate_note"", ""chapter_05/notes.csv"", ""HIGH""]",1,"notes re-aligned: note_summary='孔あき鋼板ジベル計算式は「複合構造標準示方書」(2014年,土木学会)による。'"
P2IIB-REP-1513,calculation/chapter_05/notes.csv,CH5-NOTE-001,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2028,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2028 per locator contract
P2IIB-REP-1514,calculation/chapter_05/notes.csv,CH5-NOTE-002,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2028,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2028 per locator contract
P2IIB-REP-1515,calculation/chapter_05/notes.csv,CH5-NOTE-003,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2031,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2031 per locator contract
P2IIB-REP-1516,calculation/chapter_05/notes.csv,CH5-NOTE-004,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2031,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2031 per locator contract
P2IIB-REP-1517,calculation/chapter_05/notes.csv,CH5-NOTE-005,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1518,calculation/chapter_05/notes.csv,CH5-NOTE-006,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2035,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2035 per locator contract
P2IIB-REP-1519,calculation/chapter_05/notes.csv,CH5-NOTE-007,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2038,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2038 per locator contract
P2IIB-REP-1520,calculation/chapter_05/notes.csv,CH5-NOTE-008,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1521,calculation/chapter_05/notes.csv,CH5-NOTE-009,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1522,calculation/chapter_05/notes.csv,CH5-NOTE-010,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2139,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2139 per locator contract
P2IIB-REP-1523,calculation/chapter_05/notes.csv,CH5-NOTE-011,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2167,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2167 per locator contract
P2IIB-REP-1524,calculation/chapter_05/notes.csv,CH5-NOTE-012,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2191,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2191 per locator contract
P2IIB-REP-1525,calculation/chapter_05/notes.csv,CH5-NOTE-013,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2193,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2193 per locator contract
P2IIB-REP-1526,calculation/chapter_05/notes.csv,CH5-NOTE-014,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2195,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2195 per locator contract
P2IIB-REP-1527,calculation/chapter_05/notes.csv,CH5-NOTE-015,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2199,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2199 per locator contract
P2IIB-REP-1528,calculation/chapter_05/notes.csv,CH5-NOTE-016,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2205,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2205 per locator contract
P2IIB-REP-1529,calculation/chapter_05/notes.csv,CH5-NOTE-017,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2207,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2207 per locator contract
P2IIB-REP-1530,calculation/chapter_05/notes.csv,CH5-NOTE-018,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2210,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2210 per locator contract
P2IIB-REP-1531,calculation/chapter_05/notes.csv,CH5-NOTE-019,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2217,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2217 per locator contract
P2IIB-REP-1532,calculation/chapter_05/notes.csv,CH5-NOTE-020,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2224,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2224 per locator contract
P2IIB-REP-1533,calculation/chapter_05/notes.csv,CH5-NOTE-021,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2225,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2225 per locator contract
P2IIB-REP-1534,calculation/chapter_05/notes.csv,CH5-NOTE-022,source_locator_derivation,chapter_05/notes.csv,calc_pdf_p2226,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2226 per locator contract
P2IIB-REP-1535,calculation/chapter_05/page_elements.csv,CH5-PE-001,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2026,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2026 per locator contract
P2IIB-REP-1536,calculation/chapter_05/page_elements.csv,CH5-PE-002,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2027,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2027 per locator contract
P2IIB-REP-1537,calculation/chapter_05/page_elements.csv,CH5-PE-003,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2027,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2027 per locator contract
P2IIB-REP-1538,calculation/chapter_05/page_elements.csv,CH5-PE-004,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2027,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2027 per locator contract
P2IIB-REP-1539,calculation/chapter_05/page_elements.csv,CH5-PE-005,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2027,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2027 per locator contract
P2IIB-REP-1540,calculation/chapter_05/page_elements.csv,CH5-PE-006,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2027,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2027 per locator contract
P2IIB-REP-1541,calculation/chapter_05/page_elements.csv,CH5-PE-007,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2028,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2028 per locator contract
P2IIB-REP-1542,calculation/chapter_05/page_elements.csv,CH5-PE-008,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2028,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2028 per locator contract
P2IIB-REP-1543,calculation/chapter_05/page_elements.csv,CH5-PE-009,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2028,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2028 per locator contract
P2IIB-REP-1544,calculation/chapter_05/page_elements.csv,CH5-PE-010,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2028,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2028 per locator contract
P2IIB-REP-1545,calculation/chapter_05/page_elements.csv,CH5-PE-011,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2029,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2029 per locator contract
P2IIB-REP-1546,calculation/chapter_05/page_elements.csv,CH5-PE-012,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2030,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2030 per locator contract
P2IIB-REP-1547,calculation/chapter_05/page_elements.csv,CH5-PE-013,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2031,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2031 per locator contract
P2IIB-REP-1548,calculation/chapter_05/page_elements.csv,CH5-PE-014,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2031,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2031 per locator contract
P2IIB-REP-1549,calculation/chapter_05/page_elements.csv,CH5-PE-015,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2031,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2031 per locator contract
P2IIB-REP-1550,calculation/chapter_05/page_elements.csv,CH5-PE-016,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2031,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2031 per locator contract
P2IIB-REP-1551,calculation/chapter_05/page_elements.csv,CH5-PE-017,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2031,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2031 per locator contract
P2IIB-REP-1552,calculation/chapter_05/page_elements.csv,CH5-PE-018,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2031,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2031 per locator contract
P2IIB-REP-1553,calculation/chapter_05/page_elements.csv,CH5-PE-019,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1554,calculation/chapter_05/page_elements.csv,CH5-PE-020,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1555,calculation/chapter_05/page_elements.csv,CH5-PE-021,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2032,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2032 per locator contract
P2IIB-REP-1556,calculation/chapter_05/page_elements.csv,CH5-PE-022,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2033,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2033 per locator contract
P2IIB-REP-1557,calculation/chapter_05/page_elements.csv,CH5-PE-023,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2033,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2033 per locator contract
P2IIB-REP-1558,calculation/chapter_05/page_elements.csv,CH5-PE-024,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2034,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2034 per locator contract
P2IIB-REP-1559,calculation/chapter_05/page_elements.csv,CH5-PE-025,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2035,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2035 per locator contract
P2IIB-REP-1560,calculation/chapter_05/page_elements.csv,CH5-PE-026,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2036,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2036 per locator contract
P2IIB-REP-1561,calculation/chapter_05/page_elements.csv,CH5-PE-027,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2037,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2037 per locator contract
P2IIB-REP-1562,calculation/chapter_05/page_elements.csv,CH5-PE-028,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2038,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2038 per locator contract
P2IIB-REP-1563,calculation/chapter_05/page_elements.csv,CH5-PE-029,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2039,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2039 per locator contract
P2IIB-REP-1564,calculation/chapter_05/page_elements.csv,CH5-PE-030,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2039,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2039 per locator contract
P2IIB-REP-1565,calculation/chapter_05/page_elements.csv,CH5-PE-031,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2040,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2040 per locator contract
P2IIB-REP-1566,calculation/chapter_05/page_elements.csv,CH5-PE-032,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2041,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2041 per locator contract
P2IIB-REP-1567,calculation/chapter_05/page_elements.csv,CH5-PE-033,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2042,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2042 per locator contract
P2IIB-REP-1568,calculation/chapter_05/page_elements.csv,CH5-PE-034,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2042,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2042 per locator contract
P2IIB-REP-1569,calculation/chapter_05/page_elements.csv,CH5-PE-035,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2043,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2043 per locator contract
P2IIB-REP-1570,calculation/chapter_05/page_elements.csv,CH5-PE-036,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2043,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2043 per locator contract
P2IIB-REP-1571,calculation/chapter_05/page_elements.csv,CH5-PE-037,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2044,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2044 per locator contract
P2IIB-REP-1572,calculation/chapter_05/page_elements.csv,CH5-PE-038,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2045,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2045 per locator contract
P2IIB-REP-1573,calculation/chapter_05/page_elements.csv,CH5-PE-039,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2046,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2046 per locator contract
P2IIB-REP-1574,calculation/chapter_05/page_elements.csv,CH5-PE-040,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2047,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2047 per locator contract
P2IIB-REP-1575,calculation/chapter_05/page_elements.csv,CH5-PE-041,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2083,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2083 per locator contract
P2IIB-REP-1576,calculation/chapter_05/page_elements.csv,CH5-PE-042,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1577,calculation/chapter_05/page_elements.csv,CH5-PE-043,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1578,calculation/chapter_05/page_elements.csv,CH5-PE-044,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2138,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2138 per locator contract
P2IIB-REP-1579,calculation/chapter_05/page_elements.csv,CH5-PE-045,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2139,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2139 per locator contract
P2IIB-REP-1580,calculation/chapter_05/page_elements.csv,CH5-PE-046,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2167,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2167 per locator contract
P2IIB-REP-1581,calculation/chapter_05/page_elements.csv,CH5-PE-047,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2167,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2167 per locator contract
P2IIB-REP-1582,calculation/chapter_05/page_elements.csv,CH5-PE-048,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2190,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2190 per locator contract
P2IIB-REP-1583,calculation/chapter_05/page_elements.csv,CH5-PE-049,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2190,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2190 per locator contract
P2IIB-REP-1584,calculation/chapter_05/page_elements.csv,CH5-PE-050,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2190,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2190 per locator contract
P2IIB-REP-1585,calculation/chapter_05/page_elements.csv,CH5-PE-051,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2191,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2191 per locator contract
P2IIB-REP-1586,calculation/chapter_05/page_elements.csv,CH5-PE-052,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2192,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2192 per locator contract
P2IIB-REP-1587,calculation/chapter_05/page_elements.csv,CH5-PE-053,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2193,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2193 per locator contract
P2IIB-REP-1588,calculation/chapter_05/page_elements.csv,CH5-PE-054,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2193,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2193 per locator contract
P2IIB-REP-1589,calculation/chapter_05/page_elements.csv,CH5-PE-055,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2193,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2193 per locator contract
P2IIB-REP-1590,calculation/chapter_05/page_elements.csv,CH5-PE-056,source_locator_derivation,chapter_05/page_elements.csv,calc_pdf_p2194,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=2194 per locator contract
